-8 | 8 | 8 | 0 | 32 | 32 | 0 | 0
-8 | 8 | 8 | 0 | 32 | 32 | 0 | 1
-8 | 8 | 8 | 0 | 32 | 32 | 0 | 2
-10 | 10 | 10 | 0 | 28 | 28 | 0 | 3
-10 | 10 | 10 | 0 | 28 | 28 | 0 | 4
-10 | 10 | 10 | 0 | 28 | 28 | 0 | 5
-10 | 10 | 10 | 0 | 28 | 28 | 0 | 6
-10 | 10 | 10 | 0 | 28 | 28 | 0 | 7
-10 | 10 | 10 | 0 | 28 | 28 | 0 | 8
-10 | 10 | 10 | 0 | 28 | 28 | 0 | 9
-10 | 10 | 10 | 0 | 28 | 28 | 0 | 10
-10 | 10 | 10 | 0 | 28 | 28 | 0 | 11
-10 | 10 | 10 | 0 | 28 | 28 | 0 | 12
-10 | 10 | 10 | 0 | 28 | 28 | 0 | 13
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 14
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 15
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 16
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 17
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 18
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 19
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 20
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 21
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 22
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 23
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 24
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 25
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 26
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 27
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 28
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 29
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 30
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 31
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 32
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 33
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 34
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 35
-10 | 10 | 10 | 0 | 28 | 27 | 1 | 36
