E_mm_a,E_mm_n_left,E_mm_n_right
-1.7280000000000288e+00,-0.15000000000020264,-0.12700000000020517
-1.727000000000029,-0.1930000000001979,-0.08800000000020947
-1.726000000000029,-0.21100000000019592,-0.05700000000021288
-1.7250000000000292,-0.2230000000001946,-0.03800000000021497
-1.7240000000000293,-0.2320000000001936,-0.020000000000216955
-1.7230000000000294,-0.24000000000019273,-0.0020000000002189378
-1.7220000000000295,-0.24700000000019195,0.01499999999977919
-1.7210000000000296,-0.2530000000001913,0.030999999999777428
-1.7200000000000297,-0.25800000000019074,0.047999999999775556
-1.7190000000000298,-0.2620000000001903,0.0639999999997738
-1.71800000000003,-0.26600000000018986,0.07899999999977214
-1.71700000000003,-0.2700000000001894,0.09099999999977082
-1.7160000000000302,-0.274000000000189,0.10399999999976939
-1.7150000000000303,-0.27700000000018865,0.11699999999976796
-1.7140000000000304,-0.27900000000018843,0.12899999999976663
-1.7130000000000305,-0.2820000000001881,0.1419999999997652
-1.7120000000000306,-0.2840000000001879,0.15399999999976388
-1.7110000000000307,-0.28600000000018766,0.16699999999976245
-1.7100000000000308,-0.28800000000018744,0.17899999999976113
-1.709000000000031,-0.2900000000001872,0.1909999999997598
-1.708000000000031,-0.2910000000001871,0.20299999999975848
-1.7070000000000312,-0.2930000000001869,0.21499999999975716
-1.7060000000000313,-0.2940000000001868,0.22699999999975584
-1.7050000000000314,-0.29500000000018667,0.23899999999975452
-1.7040000000000315,-0.29600000000018656,0.2499999999997533
-1.7030000000000316,-0.29700000000018645,0.261999999999752
-1.7020000000000317,-0.29800000000018634,0.27399999999975067
-1.7010000000000318,-0.29900000000018623,0.28499999999974945
-1.700000000000032,-0.3000000000001861,0.29699999999974813
-1.699000000000032,-0.301000000000186,0.3079999999997469
-1.6980000000000322,-0.3020000000001859,0.3199999999997456
-1.6970000000000323,-0.3030000000001858,0.3309999999997444
-1.6960000000000324,-0.3040000000001857,0.34299999999974307
-1.6950000000000325,-0.30500000000018557,0.35399999999974185
-1.6940000000000326,-0.30600000000018546,0.36599999999974053
-1.6930000000000327,-0.30700000000018535,0.3769999999997393
-1.6920000000000328,-0.30800000000018524,0.3879999999997381
-1.691000000000033,-0.3090000000001851,0.3989999999997369
-1.690000000000033,-0.310000000000185,0.4109999999997356
-1.6890000000000331,-0.3110000000001849,0.42199999999973437
-1.6880000000000333,-0.3120000000001848,0.43299999999973315
-1.6870000000000334,-0.3130000000001847,0.44399999999973194
-1.6860000000000335,-0.3140000000001846,0.45499999999973073
-1.6850000000000336,-0.31500000000018447,0.4659999999997295
-1.6840000000000337,-0.31600000000018436,0.4779999999997282
-1.6830000000000338,-0.31700000000018425,0.488999999999727
-1.682000000000034,-0.31800000000018414,0.4999999999997258
-1.681000000000034,-0.319000000000184,0.5109999999997246
-1.6800000000000341,-0.3200000000001839,0.5219999999997234
-1.6790000000000342,-0.3210000000001838,0.5329999999997221
-1.6780000000000344,-0.3220000000001837,0.5439999999997209
-1.6770000000000345,-0.3230000000001836,0.5549999999997197
-1.6760000000000346,-0.3240000000001835,0.5659999999997185
-1.6750000000000347,-0.32500000000018336,0.5769999999997173
-1.6740000000000348,-0.32600000000018325,0.5879999999997161
-1.673000000000035,-0.32700000000018314,0.5989999999997149
-1.672000000000035,-0.32800000000018303,0.6099999999997137
-1.6710000000000351,-0.3300000000001828,0.6209999999997124
-1.6700000000000352,-0.3310000000001827,0.6319999999997112
-1.6690000000000353,-0.3320000000001826,0.64299999999971
-1.6680000000000355,-0.3330000000001825,0.6539999999997088
-1.6670000000000356,-0.3340000000001824,0.6649999999997076
-1.6660000000000357,-0.33500000000018226,0.6759999999997064
-1.6650000000000358,-0.33600000000018215,0.6869999999997052
-1.664000000000036,-0.33700000000018204,0.697999999999704
-1.663000000000036,-0.33800000000018193,0.7089999999997028
-1.6620000000000361,-0.3390000000001818,0.7199999999997015
-1.6610000000000362,-0.3400000000001817,0.7319999999997002
-1.6600000000000363,-0.3410000000001816,0.742999999999699
-1.6590000000000364,-0.3420000000001815,0.7539999999996978
-1.6580000000000366,-0.3430000000001814,0.7649999999996966
-1.6570000000000367,-0.34400000000018127,0.7759999999996954
-1.6560000000000368,-0.34500000000018116,0.7869999999996942
-1.6550000000000369,-0.34600000000018105,0.797999999999693
-1.654000000000037,-0.34700000000018094,0.8089999999996917
-1.653000000000037,-0.34800000000018083,0.8199999999996905
-1.6520000000000372,-0.3490000000001807,0.8319999999996892
-1.6510000000000373,-0.3500000000001806,0.842999999999688
-1.6500000000000374,-0.3510000000001805,0.8539999999996868
-1.6490000000000375,-0.3520000000001804,0.8649999999996856
-1.6480000000000377,-0.3530000000001803,0.8759999999996844
-1.6470000000000378,-0.35400000000018017,0.887999999999683
-1.6460000000000379,-0.35500000000018006,0.8989999999996818
-1.645000000000038,-0.35600000000017995,0.9099999999996806
-1.644000000000038,-0.35700000000017984,0.9219999999996793
-1.6430000000000382,-0.35800000000017973,0.9329999999996781
-1.6420000000000383,-0.3590000000001796,0.9439999999996769
-1.6410000000000384,-0.3600000000001795,0.9559999999996756
-1.6400000000000385,-0.3610000000001794,0.9669999999996743
-1.6390000000000386,-0.3620000000001793,0.978999999999673
-1.6380000000000388,-0.3630000000001792,0.9899999999996718
-1.6370000000000389,-0.36400000000017907,1.0019999999996705
-1.636000000000039,-0.36500000000017896,1.0129999999996693
-1.635000000000039,-0.36600000000017885,1.024999999999668
-1.6340000000000392,-0.36700000000017874,1.0369999999996666
-1.6330000000000393,-0.3690000000001785,1.0479999999996654
-1.6320000000000394,-0.3700000000001784,1.059999999999664
-1.6310000000000395,-0.3710000000001783,1.0719999999996628
-1.6300000000000396,-0.3720000000001782,1.0829999999996616
-1.6290000000000397,-0.3730000000001781,1.0949999999996602
-1.6280000000000399,-0.37400000000017797,1.106999999999659
-1.62700000000004,-0.37500000000017786,1.1189999999996576
-1.62600000000004,-0.37600000000017775,1.1309999999996563
-1.6250000000000402,-0.37700000000017764,1.142999999999655
-1.6240000000000403,-0.3780000000001775,1.1549999999996536
-1.6230000000000404,-0.3790000000001774,1.1669999999996523
-1.6220000000000405,-0.3800000000001773,1.178999999999651
-1.6210000000000406,-0.3810000000001772,1.1909999999996497
-1.6200000000000407,-0.3820000000001771,1.2029999999996484
-1.6190000000000409,-0.383000000000177,1.214999999999647
-1.618000000000041,-0.38400000000017687,1.2279999999996456
-1.617000000000041,-0.38500000000017676,1.2399999999996443
-1.6160000000000412,-0.38600000000017665,1.251999999999643
-1.6150000000000413,-0.38700000000017654,1.2649999999996415
-1.6140000000000414,-0.3880000000001764,1.2769999999996402
-1.6130000000000415,-0.3890000000001763,1.2899999999996388
-1.6120000000000416,-0.3900000000001762,1.3019999999996374
-1.6110000000000417,-0.3910000000001761,1.314999999999636
-1.6100000000000418,-0.392000000000176,1.3269999999996347
-1.609000000000042,-0.3930000000001759,1.3399999999996333
-1.608000000000042,-0.39400000000017577,1.3529999999996318
-1.6070000000000422,-0.39500000000017566,1.3659999999996304
-1.6060000000000423,-0.39600000000017554,1.378999999999629
-1.6050000000000424,-0.39700000000017543,1.3919999999996275
-1.6040000000000425,-0.3980000000001753,1.404999999999626
-1.6030000000000426,-0.3990000000001752,1.4179999999996247
-1.6020000000000427,-0.4000000000001751,1.4309999999996232
-1.6010000000000428,-0.401000000000175,1.4439999999996218
-1.600000000000043,-0.4020000000001749,1.4569999999996204
-1.599000000000043,-0.4030000000001748,1.4709999999996188
-1.5980000000000432,-0.40400000000017466,1.4839999999996174
-1.5970000000000433,-0.40500000000017455,1.4979999999996159
-1.5960000000000434,-0.40600000000017444,1.5109999999996144
-1.5950000000000435,-0.40700000000017433,1.5249999999996129
-1.5940000000000436,-0.4080000000001742,1.5379999999996115
-1.5930000000000437,-0.410000000000174,1.55099999999961
-1.5920000000000438,-0.4110000000001739,1.5629999999996087
-1.591000000000044,-0.4120000000001738,1.5749999999996074
-1.590000000000044,-0.4130000000001737,1.587999999999606
-1.5890000000000442,-0.41400000000017356,1.5999999999996046
-1.5880000000000443,-0.41500000000017345,1.6129999999996032
