E_mm_a,E_mm_n
-7.029999999999997e-01,-0.308359375
-0.7019999999999997,-0.308359375
-0.7009999999999997,-0.308359375
-0.6999999999999997,-0.308359375
-0.6989999999999997,-0.308359375
-0.6979999999999997,-0.308359375
-0.6969999999999997,-0.308359375
-0.6959999999999997,-0.308359375
-0.6949999999999997,-0.308359375
-0.6939999999999997,-0.308359375
-0.6929999999999997,-0.32199218749999997
-0.6919999999999997,-0.32199218749999997
-0.6909999999999997,-0.32199218749999997
-0.6899999999999997,-0.32199218749999997
-0.6889999999999997,-0.32199218749999997
-0.6879999999999997,-0.32199218749999997
-0.6869999999999997,-0.32199218749999997
-0.6859999999999997,-0.32199218749999997
-0.6849999999999997,-0.32199218749999997
-0.6839999999999997,-0.32199218749999997
-0.6829999999999997,-0.32199218749999997
-0.6819999999999997,-0.32199218749999997
-0.6809999999999997,-0.33562499999999995
-0.6799999999999997,-0.33562499999999995
-0.6789999999999997,-0.33562499999999995
-0.6779999999999997,-0.33562499999999995
-0.6769999999999997,-0.33562499999999995
-0.6759999999999997,-0.33562499999999995
-0.6749999999999997,-0.33562499999999995
-0.6739999999999997,-0.33562499999999995
-0.6729999999999997,-0.33562499999999995
-0.6719999999999997,-0.33562499999999995
-0.6709999999999997,-0.33562499999999995
-0.6699999999999997,-0.33562499999999995
-0.6689999999999997,-0.33562499999999995
-0.6679999999999997,-0.33562499999999995
-0.6669999999999997,-0.33562499999999995
-0.6659999999999997,-0.3492578125
-0.6649999999999997,-0.3492578125
-0.6639999999999997,-0.3492578125
-0.6629999999999997,-0.3492578125
-0.6619999999999997,-0.3492578125
-0.6609999999999997,-0.3492578125
-0.6599999999999997,-0.3492578125
-0.6589999999999997,-0.3492578125
-0.6579999999999997,-0.3492578125
-0.6569999999999997,-0.3492578125
-0.6559999999999997,-0.3492578125
-0.6549999999999997,-0.36289062499999997
-0.6539999999999997,-0.36289062499999997
-0.6529999999999997,-0.36289062499999997
-0.6519999999999997,-0.36289062499999997
-0.6509999999999997,-0.36289062499999997
-0.6499999999999997,-0.36289062499999997
-0.6489999999999997,-0.36289062499999997
-0.6479999999999997,-0.36289062499999997
-0.6469999999999997,-0.36289062499999997
-0.6459999999999997,-0.36289062499999997
-0.6449999999999997,-0.36289062499999997
-0.6439999999999997,-0.36289062499999997
-0.6429999999999997,-0.36289062499999997
-0.6419999999999997,-0.36289062499999997
-0.6409999999999997,-0.36289062499999997
-0.6399999999999997,-0.36289062499999997
-0.6389999999999997,-0.37652343749999995
-0.6379999999999997,-0.37652343749999995
-0.6369999999999997,-0.37652343749999995
-0.6359999999999997,-0.37652343749999995
-0.6349999999999997,-0.37652343749999995
-0.6339999999999997,-0.37652343749999995
-0.6329999999999997,-0.37652343749999995
-0.6319999999999997,-0.37652343749999995
-0.6309999999999997,-0.37652343749999995
-0.6299999999999997,-0.37652343749999995
-0.6289999999999997,-0.37652343749999995
-0.6279999999999997,-0.39015625
-0.6269999999999997,-0.39015625
-0.6259999999999997,-0.39015625
-0.6249999999999997,-0.39015625
-0.6239999999999997,-0.39015625
-0.6229999999999997,-0.39015625
-0.6219999999999997,-0.39015625
-0.6209999999999997,-0.39015625
-0.6199999999999997,-0.39015625
-0.6189999999999997,-0.39015625
-0.6179999999999997,-0.39015625
-0.6169999999999997,-0.39015625
-0.6159999999999997,-0.39015625
-0.6149999999999997,-0.39015625
-0.6139999999999997,-0.39015625
-0.6129999999999997,-0.39015625
-0.6119999999999997,-0.40378906249999996
-0.6109999999999997,-0.40378906249999996
-0.6099999999999997,-0.40378906249999996
-0.6089999999999997,-0.40378906249999996
-0.6079999999999997,-0.40378906249999996
-0.6069999999999997,-0.40378906249999996
-0.6059999999999997,-0.40378906249999996
-0.6049999999999996,-0.40378906249999996
-0.6039999999999996,-0.40378906249999996
-0.6029999999999996,-0.40378906249999996
-0.6019999999999996,-0.40378906249999996
-0.6009999999999996,-0.41742187499999994
-0.5999999999999996,-0.41742187499999994
-0.5989999999999996,-0.41742187499999994
-0.5979999999999996,-0.41742187499999994
-0.5969999999999996,-0.41742187499999994
-0.5959999999999996,-0.41742187499999994
-0.5949999999999996,-0.41742187499999994
-0.5939999999999996,-0.41742187499999994
-0.5929999999999996,-0.41742187499999994
-0.5919999999999996,-0.41742187499999994
-0.5909999999999996,-0.41742187499999994
-0.5899999999999996,-0.41742187499999994
-0.5889999999999996,-0.41742187499999994
-0.5879999999999996,-0.41742187499999994
-0.5869999999999996,-0.41742187499999994
-0.5859999999999996,-0.41742187499999994
-0.5849999999999996,-0.41742187499999994
-0.5839999999999996,-0.4310546875
-0.5829999999999996,-0.4310546875
-0.5819999999999996,-0.4310546875
-0.5809999999999996,-0.4310546875
-0.5799999999999996,-0.4310546875
-0.5789999999999996,-0.4310546875
-0.5779999999999996,-0.4310546875
-0.5769999999999996,-0.4310546875
-0.5759999999999996,-0.4310546875
-0.5749999999999996,-0.4310546875
-0.5739999999999996,-0.44468749999999996
-0.5729999999999996,-0.44468749999999996
-0.5719999999999996,-0.44468749999999996
-0.5709999999999996,-0.44468749999999996
-0.5699999999999996,-0.44468749999999996
-0.5689999999999996,-0.44468749999999996
-0.5679999999999996,-0.44468749999999996
-0.5669999999999996,-0.44468749999999996
-0.5659999999999996,-0.44468749999999996
-0.5649999999999996,-0.44468749999999996
-0.5639999999999996,-0.44468749999999996
-0.5629999999999996,-0.44468749999999996
-0.5619999999999996,-0.44468749999999996
-0.5609999999999996,-0.44468749999999996
-0.5599999999999996,-0.44468749999999996
-0.5589999999999996,-0.44468749999999996
-0.5579999999999996,-0.44468749999999996
-0.5569999999999996,-0.45832031249999994
-0.5559999999999996,-0.45832031249999994
-0.5549999999999996,-0.45832031249999994
-0.5539999999999996,-0.45832031249999994
-0.5529999999999996,-0.45832031249999994
-0.5519999999999996,-0.45832031249999994
-0.5509999999999996,-0.45832031249999994
-0.5499999999999996,-0.45832031249999994
-0.5489999999999996,-0.45832031249999994
-0.5479999999999996,-0.45832031249999994
-0.5469999999999996,-0.471953125
-0.5459999999999996,-0.471953125
-0.5449999999999996,-0.471953125
-0.5439999999999996,-0.471953125
-0.5429999999999996,-0.471953125
-0.5419999999999996,-0.471953125
-0.5409999999999996,-0.471953125
-0.5399999999999996,-0.471953125
-0.5389999999999996,-0.471953125
-0.5379999999999996,-0.471953125
-0.5369999999999996,-0.471953125
-0.5359999999999996,-0.471953125
-0.5349999999999996,-0.471953125
-0.5339999999999996,-0.471953125
-0.5329999999999996,-0.471953125
-0.5319999999999996,-0.471953125
-0.5309999999999996,-0.471953125
-0.5299999999999996,-0.48558593749999995
-0.5289999999999996,-0.48558593749999995
-0.5279999999999996,-0.48558593749999995
-0.5269999999999996,-0.48558593749999995
-0.5259999999999996,-0.48558593749999995
-0.5249999999999996,-0.48558593749999995
-0.5239999999999996,-0.48558593749999995
-0.5229999999999996,-0.48558593749999995
-0.5219999999999996,-0.48558593749999995
-0.5209999999999996,-0.48558593749999995
-0.5199999999999996,-0.49921874999999993
-0.5189999999999996,-0.49921874999999993
-0.5179999999999996,-0.49921874999999993
-0.5169999999999996,-0.49921874999999993
-0.5159999999999996,-0.49921874999999993
-0.5149999999999996,-0.49921874999999993
-0.5139999999999996,-0.49921874999999993
-0.5129999999999996,-0.49921874999999993
-0.5119999999999996,-0.49921874999999993
-0.5109999999999996,-0.49921874999999993
-0.5099999999999996,-0.49921874999999993
-0.5089999999999996,-0.49921874999999993
-0.5079999999999996,-0.49921874999999993
-0.5069999999999996,-0.49921874999999993
-0.5059999999999996,-0.49921874999999993
-0.5049999999999996,-0.49921874999999993
-0.5039999999999996,-0.49921874999999993
-0.5029999999999996,-0.5128515624999999
-0.5019999999999996,-0.5128515624999999
-0.5009999999999996,-0.5128515624999999
-0.49999999999999956,-0.5128515624999999
-0.49899999999999956,-0.5128515624999999
-0.49799999999999955,-0.5128515624999999
-0.49699999999999955,-0.5128515624999999
-0.49599999999999955,-0.5128515624999999
-0.49499999999999955,-0.5128515624999999
