E_mm_a,E_mm_n_left,E_mm_n_right
-1.254000000000081,-1.99,2.5
-1.2530000000000812,-1.99,2.5
-1.2520000000000813,-1.99,2.5
-1.2510000000000814,-1.99,2.5
-1.2500000000000815,-1.99,2.5
-1.2490000000000816,-1.99,2.5
-1.2480000000000817,-1.99,2.5
-1.2470000000000818,-1.99,2.5
-1.246000000000082,-1.99,2.5
-1.245000000000082,-1.99,2.5
-1.2440000000000822,-1.99,2.5
-1.2430000000000823,-1.99,2.5
-1.2420000000000824,-1.99,2.5
-1.2410000000000825,-1.99,2.5
-1.2400000000000826,-1.99,2.5
-1.2390000000000827,-1.99,2.5
-1.2380000000000828,-1.99,2.5
-1.237000000000083,-1.99,2.5
-1.236000000000083,-1.99,2.5
-1.2350000000000831,-1.99,2.5
-1.2340000000000833,-1.99,2.5
-1.2330000000000834,-1.99,2.5
-1.2320000000000835,-1.99,2.5
-1.2310000000000836,-1.99,2.5
-1.2300000000000837,-1.99,2.5
-1.2290000000000838,-1.99,2.5
-1.228000000000084,-1.99,2.5
-1.227000000000084,-1.99,2.5
-1.2260000000000841,-1.99,2.5
-1.2250000000000842,-1.99,2.5
-1.2240000000000844,-1.99,2.5
-1.2230000000000845,-1.99,2.5
-1.2220000000000846,-1.99,2.5
-1.2210000000000847,-1.99,2.5
-1.2200000000000848,-1.99,2.5
-1.219000000000085,-1.99,2.5
-1.218000000000085,-1.99,2.5
-1.2170000000000851,-1.99,2.5
-1.2160000000000852,-1.99,2.5
-1.2150000000000853,-1.99,2.5
-1.2140000000000855,-1.99,2.5
-1.2130000000000856,-1.99,2.5
-1.2120000000000857,-1.99,2.5
-1.2110000000000858,-1.99,2.5
-1.210000000000086,-1.99,2.5
-1.209000000000086,-1.99,2.5
-1.2080000000000861,-1.99,2.5
-1.2070000000000862,-1.99,2.5
-1.2060000000000863,-1.99,2.5
-1.2050000000000864,-1.99,2.5
-1.2040000000000866,-1.99,2.5
-1.2030000000000867,-1.99,2.5
-1.2020000000000868,-1.99,2.5
-1.2010000000000869,-1.99,2.5
-1.200000000000087,-1.99,2.5
-1.199000000000087,-1.99,2.5
-1.1980000000000872,-1.99,2.5
-1.1970000000000873,-1.99,2.5
-1.1960000000000874,-1.99,2.5
-1.1950000000000875,-1.99,2.5
-1.1940000000000877,-1.99,2.5
-1.1930000000000878,-1.99,2.5
-1.1920000000000879,-1.99,2.5
-1.191000000000088,-1.99,2.5
-1.190000000000088,-1.99,2.5
-1.1890000000000882,-1.99,2.5
-1.1880000000000883,-1.99,2.5
-1.1870000000000884,-1.99,2.5
-1.1860000000000885,-1.99,2.5
-1.1850000000000886,-1.99,2.5
-1.1840000000000888,-1.99,2.5
-1.1830000000000889,-1.99,2.5
-1.182000000000089,-1.99,2.5
-1.181000000000089,-1.99,2.5
-1.1800000000000892,-1.99,2.5
-1.1790000000000893,-1.99,2.5
-1.1780000000000894,-1.99,2.5
-1.1770000000000895,-1.99,2.5
-1.1760000000000896,-1.99,2.5
-1.1750000000000898,-1.99,2.5
-1.1740000000000899,-1.99,2.5
-1.17300000000009,-1.99,2.5
-1.17200000000009,-1.99,2.5
-1.1710000000000902,-1.99,2.5
-1.1700000000000903,-1.99,2.5
-1.1690000000000904,-1.99,2.5
-1.1680000000000905,-1.99,2.5
-1.1670000000000906,-1.99,2.5
-1.1660000000000907,-1.99,2.5
-1.1650000000000909,-1.99,2.5
-1.164000000000091,-1.99,2.5
-1.163000000000091,-1.99,2.5
-1.1620000000000912,-1.99,2.5
-1.1610000000000913,-1.99,2.5
-1.1600000000000914,-1.99,2.5
-1.1590000000000915,-1.99,2.5
-1.1580000000000916,-1.99,2.5
-1.1570000000000917,-1.99,2.5
-1.1560000000000918,-1.99,2.5
-1.155000000000092,-1.99,2.5
-1.154000000000092,-1.99,2.5
-1.1530000000000922,-1.99,2.5
-1.1520000000000923,-1.99,2.5
-1.1510000000000924,-1.99,2.5
-1.1500000000000925,-1.99,2.5
-1.1490000000000926,-1.99,2.5
-1.1480000000000927,-1.99,2.5
-1.1470000000000928,-1.99,2.5
-1.146000000000093,-1.99,2.5
-1.145000000000093,-1.99,2.5
-1.1440000000000932,-1.99,2.5
-1.1430000000000933,-1.99,2.5
-1.1420000000000934,-1.99,2.5
-1.1410000000000935,-1.99,2.5
-1.1400000000000936,-1.99,2.5
-1.1390000000000937,-1.99,2.5
-1.1380000000000938,-1.99,2.5
-1.137000000000094,-1.99,2.5
-1.136000000000094,-1.99,2.5
-1.1350000000000942,-1.99,2.5
-1.1340000000000943,-1.99,2.5
-1.1330000000000944,-1.99,2.5
-1.1320000000000945,-1.99,2.5
-1.1310000000000946,-1.99,2.5
-1.1300000000000947,-1.99,2.5
-1.1290000000000948,-1.99,2.5
-1.128000000000095,-1.99,2.5
-1.127000000000095,-1.99,2.5
-1.1260000000000951,-1.99,2.5
-1.1250000000000953,-1.99,2.5
-1.1240000000000954,-1.99,2.5
-1.1230000000000955,-1.99,2.5
-1.1220000000000956,-1.99,2.5
-1.1210000000000957,-1.99,2.5
-1.1200000000000958,-1.99,2.5
-1.119000000000096,-1.99,2.5
-1.118000000000096,-1.99,2.5
-1.1170000000000961,-1.99,2.5
-1.1160000000000962,-1.99,2.5
-1.1150000000000964,-1.99,2.5
-1.1140000000000965,-1.99,2.5
-1.1130000000000966,-1.99,2.5
-1.1120000000000967,-1.99,2.5
-1.1110000000000968,-1.99,2.5
-1.110000000000097,-1.99,2.5
-1.109000000000097,-1.99,2.5
-1.1080000000000971,-1.99,2.5
-1.1070000000000972,-1.99,2.5
-1.1060000000000973,-1.99,2.5
-1.1050000000000975,-1.99,2.5
-1.1040000000000976,-1.99,2.5
-1.1030000000000977,-1.99,2.5
-1.1020000000000978,-1.99,2.5
-1.101000000000098,-1.99,2.5
-1.100000000000098,-1.99,2.5
-1.0990000000000981,-1.99,2.5
-1.0980000000000982,-1.99,2.5
-1.0970000000000983,-1.99,2.5
-1.0960000000000985,-1.99,2.5
-1.0950000000000986,-1.99,2.5
-1.0940000000000987,-1.99,2.5
-1.0930000000000988,-1.99,2.5
-1.092000000000099,-1.99,2.5
-1.091000000000099,-1.99,2.5
-1.0900000000000991,-1.99,2.5
-1.0890000000000992,-1.99,2.5
-1.0880000000000993,-1.99,2.5
-1.0870000000000994,-1.99,2.5
-1.0860000000000996,-1.99,2.5
-1.0850000000000997,-1.99,2.5
-1.0840000000000998,-1.99,2.5
-1.0830000000000999,-1.99,2.5
-1.0820000000001,-1.99,2.5
-1.0810000000001,-1.99,2.5
-1.0800000000001002,-1.99,2.5
-1.0790000000001003,-1.99,2.5
-1.0780000000001004,-1.99,2.5
-1.0770000000001005,-1.99,2.5
-1.0760000000001007,-1.99,2.5
-1.0750000000001008,-1.99,2.5
-1.0740000000001009,-1.99,2.5
-1.073000000000101,-1.99,2.5
-1.072000000000101,-1.99,2.5
-1.0710000000001012,-1.99,2.5
-1.0700000000001013,-1.99,2.5
-1.0690000000001014,-1.99,2.5
-1.0680000000001015,-1.99,2.5
-1.0670000000001016,-1.99,2.5
-1.0660000000001018,-1.99,2.5
-1.0650000000001019,-1.99,2.5
-1.064000000000102,-1.99,2.5
-1.063000000000102,-1.99,2.5
-1.0620000000001022,-1.99,2.5
-1.0610000000001023,-1.99,2.5
-1.0600000000001024,-1.99,2.5
-1.0590000000001025,-1.99,2.5
-1.0580000000001026,-1.99,2.5
-1.0570000000001027,-1.99,2.5
-1.0560000000001029,-1.99,2.5
-1.055000000000103,-1.99,2.5
-1.054000000000103,-1.99,2.5
-1.0530000000001032,-1.99,2.5
-1.0520000000001033,-1.99,2.5
-1.0510000000001034,-1.99,2.5
-1.0500000000001035,-1.99,2.5
-1.0490000000001036,-1.99,2.5
-1.0480000000001037,-1.99,2.5
-1.0470000000001038,-1.99,2.5
-1.046000000000104,-1.99,2.5
-1.045000000000104,-1.99,2.5
-1.0440000000001042,-1.99,2.5
-1.0430000000001043,-1.99,2.5
-1.0420000000001044,-1.99,2.5
-1.0410000000001045,-1.99,2.5
-1.0400000000001046,-1.99,2.5
-1.0390000000001047,-1.99,2.5
-1.0380000000001048,-1.99,2.5
-1.037000000000105,-1.99,2.5
-1.036000000000105,-1.99,2.5
-1.0350000000001052,-1.99,2.5
-1.0340000000001053,-1.99,2.5
-1.0330000000001054,-1.99,2.5
-1.0320000000001055,-1.99,2.5
-1.0310000000001056,-1.99,2.5
-1.0300000000001057,-1.99,2.5
-1.0290000000001058,-1.99,2.5
-1.028000000000106,-1.99,2.5
-1.027000000000106,-1.99,2.5
-1.0260000000001062,-1.99,2.5
-1.0250000000001063,-1.99,2.5
-1.0240000000001064,-1.99,2.5
-1.0230000000001065,-1.99,2.5
-1.0220000000001066,-1.99,2.5
-1.0210000000001067,-1.99,2.5
-1.0200000000001068,-1.99,2.5
-1.019000000000107,-1.99,2.5
-1.018000000000107,-1.99,2.5
-1.0170000000001072,-1.99,2.5
-1.0160000000001073,-1.99,2.5
-1.0150000000001074,-1.99,2.5
-1.0140000000001075,-1.99,2.5
-1.0130000000001076,-1.99,2.5
-1.0120000000001077,-1.99,2.5
-1.0110000000001078,-1.99,2.5
-1.010000000000108,-1.99,2.5
-1.009000000000108,-1.99,2.5
-1.0080000000001081,-1.99,2.5
-1.0070000000001083,-1.99,2.5
-1.0060000000001084,-1.99,2.5
-1.0050000000001085,-1.99,2.5
-1.0040000000001086,-1.99,2.5
-1.0030000000001087,-1.99,2.5
-1.0020000000001088,-1.99,2.5
-1.001000000000109,-1.99,2.5
-1.000000000000109,-1.99,2.5
-0.9990000000001091,-1.99,2.5
-0.9980000000001092,-1.99,2.5
-0.9970000000001094,-1.99,2.5
-0.9960000000001095,-1.99,2.5
-0.9950000000001096,-1.99,2.5
-0.9940000000001097,-1.99,2.5
-0.9930000000001098,-1.99,2.5
-0.9920000000001099,-1.99,2.5
-0.99100000000011,-1.99,2.5
-0.9900000000001101,-1.99,2.5
-0.9890000000001102,-1.99,2.5
-0.9880000000001103,-1.99,2.5
-0.9870000000001105,-1.99,2.5
-0.9860000000001106,-1.99,2.5
-0.9850000000001107,-1.99,2.5
-0.9840000000001108,-1.99,2.5
-0.9830000000001109,-1.99,2.5
-0.982000000000111,-1.99,2.5
-0.9810000000001111,-1.99,2.5
-0.9800000000001112,-1.99,2.5
-0.9790000000001113,-1.99,2.5
-0.9780000000001114,-1.99,2.5
-0.9770000000001116,-1.99,2.5
-0.9760000000001117,-1.99,2.5
-0.9750000000001118,-1.99,2.5
-0.9740000000001119,-1.99,2.5
-0.973000000000112,-1.99,2.5
-0.9720000000001121,-1.99,2.5
-0.9710000000001122,-1.99,2.5
-0.9700000000001123,-1.99,2.5
-0.9690000000001124,-1.99,2.5
-0.9680000000001125,-1.99,2.5
-0.9670000000001127,-1.99,2.5
-0.9660000000001128,-1.99,2.5
-0.9650000000001129,-1.99,2.5
-0.964000000000113,-1.99,2.5
-0.9630000000001131,-1.99,2.5
-0.9620000000001132,-1.99,2.5
-0.9610000000001133,-1.99,2.5
-0.9600000000001134,-1.99,2.5
-0.9590000000001135,-1.99,2.5
-0.9580000000001136,-1.99,2.5
-0.9570000000001138,-1.99,2.5
-0.9560000000001139,-1.99,2.5
-0.955000000000114,-1.99,2.5
-0.9540000000001141,-1.99,2.5
-0.9530000000001142,-1.99,2.5
-0.9520000000001143,-1.99,2.5
-0.9510000000001144,-1.99,2.5
-0.9500000000001145,-1.99,2.5
-0.9490000000001146,-1.99,2.5
-0.9480000000001148,-1.99,2.5
-0.9470000000001149,-1.99,2.5
-0.946000000000115,-1.99,2.5
-0.9450000000001151,-1.99,2.5
-0.9440000000001152,-1.99,2.5
-0.9430000000001153,-1.99,2.5
-0.9420000000001154,-1.99,2.5
-0.9410000000001155,-1.99,2.5
-0.9400000000001156,-1.99,2.5
-0.9390000000001157,-1.99,2.5
-0.9380000000001159,-1.99,2.5
-0.937000000000116,-1.99,2.5
-0.9360000000001161,-1.99,2.5
-0.9350000000001162,-1.99,2.5
-0.9340000000001163,-1.99,2.5
-0.9330000000001164,-1.99,2.5
-0.9320000000001165,-1.99,2.5
-0.9310000000001166,-1.99,2.5
-0.9300000000001167,-1.99,2.5
-0.9290000000001168,-1.99,2.5
-0.928000000000117,-1.99,2.5
-0.9270000000001171,-1.99,2.5
-0.9260000000001172,-1.99,2.5
-0.9250000000001173,-1.99,2.5
-0.9240000000001174,-1.99,2.5
-0.9230000000001175,-1.99,2.5
-0.9220000000001176,-1.99,2.5
-0.9210000000001177,-1.99,2.5
-0.9200000000001178,-1.99,2.5
-0.919000000000118,-1.99,2.5
-0.918000000000118,-1.99,2.5
-0.9170000000001182,-1.99,2.5
-0.9160000000001183,-1.99,2.5
-0.9150000000001184,-1.99,2.5
-0.9140000000001185,-1.99,2.5
-0.9130000000001186,-1.99,2.5
-0.9120000000001187,-1.99,2.5
-0.9110000000001188,-1.99,2.5
-0.9100000000001189,-1.99,2.5
-0.909000000000119,-1.99,2.5
-0.9080000000001192,-1.99,2.5
-0.9070000000001193,-1.99,2.5
-0.9060000000001194,-1.99,2.5
-0.9050000000001195,-1.99,2.5
-0.9040000000001196,-1.99,2.5
-0.9030000000001197,-1.99,2.5
-0.9020000000001198,-1.99,2.5
-0.9010000000001199,-1.99,2.5
-0.90000000000012,-1.99,2.5
-0.8990000000001201,-1.99,2.5
-0.8980000000001203,-1.99,2.5
-0.8970000000001204,-1.99,2.5
-0.8960000000001205,-1.99,2.5
-0.8950000000001206,-1.99,2.5
-0.8940000000001207,-1.99,2.5
-0.8930000000001208,-1.99,2.5
-0.8920000000001209,-1.99,2.5
-0.891000000000121,-1.99,2.5
-0.8900000000001211,-1.99,2.5
-0.8890000000001212,-1.99,2.5
-0.8880000000001214,-1.99,2.5
-0.8870000000001215,-1.99,2.5
-0.8860000000001216,-1.99,2.5
-0.8850000000001217,-1.99,2.5
-0.8840000000001218,-1.99,2.5
-0.8830000000001219,-1.99,2.5
-0.882000000000122,-1.99,2.5
-0.8810000000001221,-1.99,2.5
-0.8800000000001222,-1.99,2.5
-0.8790000000001224,-1.99,2.5
-0.8780000000001225,-1.99,2.5
-0.8770000000001226,-1.99,2.5
-0.8760000000001227,-1.99,2.5
-0.8750000000001228,-1.99,2.5
-0.8740000000001229,-1.99,2.5
-0.873000000000123,-1.99,2.5
-0.8720000000001231,-1.99,2.5
-0.8710000000001232,-1.99,2.5
-0.8700000000001233,-1.99,2.5
-0.8690000000001235,-1.99,2.5
-0.8680000000001236,-1.99,2.5
-0.8670000000001237,-1.99,2.5
-0.8660000000001238,-1.99,2.5
-0.8650000000001239,-1.99,2.5
-0.864000000000124,-1.99,2.5
-0.8630000000001241,-1.99,2.5
-0.8620000000001242,-1.99,2.5
-0.8610000000001243,-1.99,2.5
-0.8600000000001244,-1.99,2.5
-0.8590000000001246,-1.99,2.5
-0.8580000000001247,-1.99,2.5
-0.8570000000001248,-1.99,2.5
-0.8560000000001249,-1.99,2.5
-0.855000000000125,-1.99,2.5
-0.8540000000001251,-1.99,2.5
-0.8530000000001252,-1.99,2.5
-0.8520000000001253,-1.99,2.5
-0.8510000000001254,-1.99,2.5
-0.8500000000001255,-1.99,2.5
-0.8490000000001257,-1.99,2.5
-0.8480000000001258,-1.99,2.5
-0.8470000000001259,-1.99,2.5
-0.846000000000126,-1.99,2.5
-0.8450000000001261,-1.99,2.5
-0.8440000000001262,-1.99,2.5
-0.8430000000001263,-1.99,2.5
-0.8420000000001264,-1.99,2.5
-0.8410000000001265,-1.99,2.5
-0.8400000000001266,-1.99,2.5
-0.8390000000001268,-1.99,2.5
-0.8380000000001269,-1.99,2.5
-0.837000000000127,-1.99,2.5
-0.8360000000001271,-1.99,2.5
-0.8350000000001272,-1.99,2.5
-0.8340000000001273,-1.99,2.5
-0.8330000000001274,-1.99,2.5
-0.8320000000001275,-1.99,2.5
-0.8310000000001276,-1.99,2.5
-0.8300000000001277,-1.99,2.5
-0.8290000000001279,-1.99,2.5
-0.828000000000128,-1.99,2.5
-0.8270000000001281,-1.99,2.5
-0.8260000000001282,-1.99,2.5
-0.8250000000001283,-1.99,2.5
-0.8240000000001284,-1.99,2.5
-0.8230000000001285,-1.99,2.5
-0.8220000000001286,-1.99,2.5
-0.8210000000001287,-1.99,2.5
-0.8200000000001288,-1.99,2.5
-0.819000000000129,-1.99,2.5
-0.8180000000001291,-1.99,2.5
-0.8170000000001292,-1.99,2.5
-0.8160000000001293,-1.99,2.5
-0.8150000000001294,-1.99,2.5
-0.8140000000001295,-1.99,2.5
-0.8130000000001296,-1.99,2.5
-0.8120000000001297,-1.99,2.5
-0.8110000000001298,-1.99,2.5
-0.81000000000013,-1.99,2.5
-0.8090000000001301,-1.99,2.5
-0.8080000000001302,-1.99,2.5
-0.8070000000001303,-1.99,2.5
-0.8060000000001304,-1.99,2.5
-0.8050000000001305,-1.99,2.5
-0.8040000000001306,-1.99,2.5
-0.8030000000001307,-1.99,2.5
-0.8020000000001308,-1.99,2.5
-0.8010000000001309,-1.99,2.5
-0.800000000000131,-1.99,2.5
-0.7990000000001312,-1.99,2.5
-0.7980000000001313,-1.99,2.5
-0.7970000000001314,-1.99,2.5
-0.7960000000001315,-1.99,2.5
-0.7950000000001316,-1.99,2.5
-0.7940000000001317,-1.99,2.5
-0.7930000000001318,-1.99,2.5
-0.7920000000001319,-1.99,2.5
-0.791000000000132,-1.99,2.5
-0.7900000000001322,-1.99,2.5
-0.7890000000001323,-1.99,2.5
-0.7880000000001324,-1.99,2.5
-0.7870000000001325,-1.99,2.5
-0.7860000000001326,-1.99,2.5
-0.7850000000001327,-1.99,2.5
-0.7840000000001328,-1.99,2.5
-0.7830000000001329,-1.99,2.5
-0.782000000000133,-1.99,2.5
-0.7810000000001331,-1.99,2.5
-0.7800000000001333,-1.99,2.5
-0.7790000000001334,-1.99,2.5
-0.7780000000001335,-1.99,2.5
-0.7770000000001336,-1.99,2.5
-0.7760000000001337,-1.99,2.5
-0.7750000000001338,-1.99,2.5
-0.7740000000001339,-1.99,2.5
-0.773000000000134,-1.99,2.5
-0.7720000000001341,-1.99,2.5
-0.7710000000001342,-1.99,2.5
-0.7700000000001344,-1.99,2.5
-0.7690000000001345,-1.99,2.5
-0.7680000000001346,-1.99,2.5
-0.7670000000001347,-1.99,2.5
-0.7660000000001348,-1.99,2.5
-0.7650000000001349,-1.99,2.5
-0.764000000000135,-1.99,2.5
-0.7630000000001351,-1.99,2.5
-0.7620000000001352,-1.99,2.5
-0.7610000000001353,-1.99,2.5
-0.7600000000001355,-1.99,2.5
-0.7590000000001356,-1.99,2.5
-0.7580000000001357,-1.99,2.5
-0.7570000000001358,-1.99,2.5
-0.7560000000001359,-1.99,2.5
-0.755000000000136,-1.99,2.5
-0.7540000000001361,-1.99,2.5
-0.7530000000001362,-1.99,2.5
-0.7520000000001363,-1.99,2.5
-0.7510000000001364,-1.99,2.5
-0.7500000000001366,-1.99,2.5
-0.7490000000001367,-1.99,2.5
-0.7480000000001368,-1.99,2.5
-0.7470000000001369,-1.99,2.5
-0.746000000000137,-1.99,2.5
-0.7450000000001371,-1.99,2.5
-0.7440000000001372,-1.99,2.5
-0.7430000000001373,-1.99,2.5
-0.7420000000001374,-1.99,2.5
-0.7410000000001375,-1.99,2.5
-0.7400000000001377,-1.99,2.5
-0.7390000000001378,-1.99,2.5
-0.7380000000001379,-1.99,2.5
-0.737000000000138,-1.99,2.5
-0.7360000000001381,-1.99,2.5
-0.7350000000001382,-1.99,2.5
-0.7340000000001383,-1.99,2.5
-0.7330000000001384,-1.99,2.5
-0.7320000000001385,-1.99,2.5
-0.7310000000001386,-1.99,2.5
-0.7300000000001388,-1.99,2.5
-0.7290000000001389,-1.99,2.5
-0.728000000000139,-1.99,2.5
-0.7270000000001391,-1.99,2.5
-0.7260000000001392,-1.99,2.5
-0.7250000000001393,-1.99,2.5
-0.7240000000001394,-1.99,2.5
-0.7230000000001395,-1.99,2.5
-0.7220000000001396,-1.99,2.5
-0.7210000000001398,-1.99,2.5
-0.7200000000001399,-1.99,2.5
-0.71900000000014,-1.99,2.5
-0.7180000000001401,-1.99,2.5
-0.7170000000001402,-1.99,2.5
-0.7160000000001403,-1.99,2.5
-0.7150000000001404,-1.99,2.5
-0.7140000000001405,-1.99,2.5
-0.7130000000001406,-1.99,2.5
-0.7120000000001407,-1.99,2.5
-0.7110000000001409,-1.99,2.5
-0.710000000000141,-1.99,2.5
-0.7090000000001411,-1.99,2.5
-0.7080000000001412,-1.99,2.5
-0.7070000000001413,-1.99,2.5
-0.7060000000001414,-1.99,2.5
-0.7050000000001415,-1.99,2.5
-0.7040000000001416,-1.99,2.5
-0.7030000000001417,-1.99,2.5
-0.7020000000001418,-1.99,2.5
-0.701000000000142,-1.99,2.5
-0.7000000000001421,-1.99,2.5
-0.6990000000001422,-1.99,2.5
-0.6980000000001423,-1.99,2.5
-0.6970000000001424,-1.99,2.5
-0.6960000000001425,-1.99,2.5
-0.6950000000001426,-1.99,2.5
-0.6940000000001427,-1.99,2.5
-0.6930000000001428,-1.99,2.5
-0.692000000000143,-1.99,2.5
-0.691000000000143,-1.99,2.5
-0.6900000000001432,-1.99,2.5
-0.6890000000001433,-1.99,2.5
-0.6880000000001434,-1.99,2.5
-0.6870000000001435,-1.99,2.5
-0.6860000000001436,-1.99,2.5
-0.6850000000001437,-1.99,2.5
-0.6840000000001438,-1.99,2.5
-0.6830000000001439,-1.99,2.5
-0.682000000000144,-1.99,2.5
-0.6810000000001442,-1.99,2.5
-0.6800000000001443,-1.99,2.5
-0.6790000000001444,-1.99,2.5
-0.6780000000001445,-1.99,2.5
-0.6770000000001446,-1.99,2.5
-0.6760000000001447,-1.99,2.5
-0.6750000000001448,-1.99,2.5
-0.6740000000001449,-1.99,2.5
-0.673000000000145,-1.99,2.5
-0.6720000000001451,-1.99,2.5
-0.6710000000001453,-1.99,2.5
-0.6700000000001454,-1.99,2.5
-0.6690000000001455,-1.99,2.5
-0.6680000000001456,-1.99,2.5
-0.6670000000001457,-1.99,2.5
-0.6660000000001458,-1.99,2.5
-0.6650000000001459,-1.99,2.5
-0.664000000000146,-1.99,2.5
-0.6630000000001461,-1.99,2.5
-0.6620000000001462,-1.99,2.5
-0.6610000000001464,-1.99,2.5
-0.6600000000001465,-1.99,2.5
-0.6590000000001466,-1.99,2.5
-0.6580000000001467,-1.99,2.5
-0.6570000000001468,-1.99,2.5
-0.6560000000001469,-1.99,2.5
-0.655000000000147,-1.99,2.5
-0.6540000000001471,-1.99,2.5
-0.6530000000001472,-1.99,2.5
-0.6520000000001474,-1.99,2.5
-0.6510000000001475,-1.99,2.5
-0.6500000000001476,-1.99,2.5
-0.6490000000001477,-1.99,2.5
-0.6480000000001478,-1.99,2.5
-0.6470000000001479,-1.99,2.5
-0.646000000000148,-1.99,2.5
-0.6450000000001481,-1.99,2.5
-0.6440000000001482,-1.99,2.5
-0.6430000000001483,-1.99,2.5
-0.6420000000001485,-1.99,2.5
-0.6410000000001486,-1.99,2.5
-0.6400000000001487,-1.99,2.5
-0.6390000000001488,-1.99,2.5
-0.6380000000001489,-1.99,2.5
-0.637000000000149,-1.99,2.5
-0.6360000000001491,-1.99,2.5
-0.6350000000001492,-1.99,2.5
-0.6340000000001493,-1.99,2.5
-0.6330000000001494,-1.99,2.5
-0.6320000000001496,-1.99,2.5
-0.6310000000001497,-1.99,2.5
-0.6300000000001498,-1.99,2.5
-0.6290000000001499,-1.99,2.5
-0.62800000000015,-1.99,2.5
-0.6270000000001501,-1.99,2.5
-0.6260000000001502,-1.99,2.5
-0.6250000000001503,-1.99,2.5
-0.6240000000001504,-1.99,2.5
-0.6230000000001505,-1.99,2.5
-0.6220000000001507,-1.99,2.5
-0.6210000000001508,-1.99,2.5
-0.6200000000001509,-1.99,2.5
-0.619000000000151,-1.99,2.5
-0.6180000000001511,-1.99,2.5
-0.6170000000001512,-1.99,2.5
-0.6160000000001513,-1.99,2.5
-0.6150000000001514,-1.99,2.5
-0.6140000000001515,-1.99,2.5
-0.6130000000001516,-1.99,2.5
-0.6120000000001518,-1.99,2.5
-0.6110000000001519,-1.99,2.5
-0.610000000000152,-1.99,2.5
-0.6090000000001521,-1.99,2.5
-0.6080000000001522,-1.99,2.5
-0.6070000000001523,-1.99,2.5
-0.6060000000001524,-1.99,2.5
-0.6050000000001525,-1.99,2.5
-0.6040000000001526,-1.99,2.5
-0.6030000000001527,-1.99,2.5
-0.6020000000001529,-1.99,2.5
-0.601000000000153,-1.99,2.5
-0.6000000000001531,-1.99,2.5
-0.5990000000001532,-1.99,2.5
-0.5980000000001533,-1.99,2.5
-0.5970000000001534,-1.99,2.5
-0.5960000000001535,-1.99,2.5
-0.5950000000001536,-1.99,2.5
-0.5940000000001537,-1.99,2.5
-0.5930000000001538,-1.99,2.5
-0.592000000000154,-1.99,2.5
-0.5910000000001541,-1.99,2.5
-0.5900000000001542,-1.99,2.5
-0.5890000000001543,-1.99,2.5
-0.5880000000001544,-1.99,2.5
-0.5870000000001545,-1.99,2.5
-0.5860000000001546,-1.99,2.5
-0.5850000000001547,-1.99,2.5
-0.5840000000001548,-1.99,2.5
-0.583000000000155,-1.99,2.5
-0.5820000000001551,-1.99,2.5
-0.5810000000001552,-1.99,2.5
-0.5800000000001553,-1.99,2.5
-0.5790000000001554,-1.99,2.5
-0.5780000000001555,-1.99,2.5
-0.5770000000001556,-1.99,2.5
-0.5760000000001557,-1.99,2.5
-0.5750000000001558,-1.99,2.5
-0.5740000000001559,-1.99,2.5
-0.573000000000156,-1.99,2.5
-0.5720000000001562,-1.99,2.5
-0.5710000000001563,-1.99,2.5
-0.5700000000001564,-1.99,2.5
-0.5690000000001565,-1.99,2.5
-0.5680000000001566,-1.99,2.5
-0.5670000000001567,-1.99,2.5
-0.5660000000001568,-1.99,2.5
-0.5650000000001569,-1.99,2.5
-0.564000000000157,-1.99,2.5
-0.5630000000001572,-1.99,2.5
-0.5620000000001573,-1.99,2.5
-0.5610000000001574,-1.99,2.5
-0.5600000000001575,-1.99,2.5
-0.5590000000001576,-1.99,2.5
-0.5580000000001577,-1.99,2.5
-0.5570000000001578,-1.99,2.5
-0.5560000000001579,-1.99,2.5
-0.555000000000158,-1.99,2.5
-0.5540000000001581,-1.99,2.5
-0.5530000000001583,-1.99,2.5
-0.5520000000001584,-1.99,2.5
-0.5510000000001585,-1.99,2.5
-0.5500000000001586,-1.99,2.5
-0.5490000000001587,-1.99,2.5
-0.5480000000001588,-1.99,2.5
-0.5470000000001589,-1.99,2.5
-0.546000000000159,-1.99,2.5
-0.5450000000001591,-1.99,2.5
-0.5440000000001592,-1.99,2.5
-0.5430000000001594,-1.99,2.5
-0.5420000000001595,-1.99,2.5
-0.5410000000001596,-1.99,2.5
-0.5400000000001597,-1.99,2.5
-0.5390000000001598,-1.99,2.5
-0.5380000000001599,-1.99,2.5
-0.53700000000016,-1.99,2.5
-0.5360000000001601,-1.99,2.5
-0.5350000000001602,-1.99,2.5
-0.5340000000001603,-1.99,2.5
-0.5330000000001605,-1.99,2.5
-0.5320000000001606,-1.99,2.5
-0.5310000000001607,-1.99,2.5
-0.5300000000001608,-1.99,2.5
-0.5290000000001609,-1.99,2.5
-0.528000000000161,-1.99,2.5
-0.5270000000001611,-1.99,2.5
-0.5260000000001612,-1.99,2.5
-0.5250000000001613,-1.99,2.5
-0.5240000000001614,-1.99,2.5
-0.5230000000001616,-1.99,2.5
-0.5220000000001617,-1.99,2.5
-0.5210000000001618,-1.99,2.5
-0.5200000000001619,-1.99,2.5
-0.519000000000162,-1.99,2.5
-0.5180000000001621,-1.99,2.5
-0.5170000000001622,-1.99,2.5
-0.5160000000001623,-1.99,2.5
-0.5150000000001624,-1.99,2.5
-0.5140000000001625,-1.99,2.5
