E_mm_a,E_mm_n
-1.527000000000051e+00,-0.48164062499999993
-1.526000000000051,-0.48164062499999993
-1.5250000000000512,-0.48164062499999993
-1.5240000000000513,-0.48164062499999993
-1.5230000000000514,-0.48164062499999993
-1.5220000000000515,-0.4991796874999999
-1.5210000000000516,-0.4991796874999999
-1.5200000000000518,-0.4991796874999999
-1.5190000000000519,-0.4991796874999999
-1.518000000000052,-0.4991796874999999
-1.517000000000052,-0.4991796874999999
-1.5160000000000522,-0.4991796874999999
-1.5150000000000523,-0.4991796874999999
-1.5140000000000524,-0.4991796874999999
-1.5130000000000525,-0.4991796874999999
-1.5120000000000526,-0.4991796874999999
-1.5110000000000527,-0.5167187499999999
-1.5100000000000529,-0.5167187499999999
-1.509000000000053,-0.5167187499999999
-1.508000000000053,-0.5167187499999999
-1.5070000000000532,-0.5167187499999999
-1.5060000000000533,-0.5167187499999999
-1.5050000000000534,-0.5167187499999999
-1.5040000000000535,-0.5167187499999999
-1.5030000000000536,-0.5167187499999999
-1.5020000000000537,-0.5167187499999999
-1.5010000000000538,-0.5167187499999999
-1.500000000000054,-0.5167187499999999
-1.499000000000054,-0.5167187499999999
-1.4980000000000542,-0.5167187499999999
-1.4970000000000543,-0.5167187499999999
-1.4960000000000544,-0.5167187499999999
-1.4950000000000545,-0.5167187499999999
-1.4940000000000546,-0.5167187499999999
-1.4930000000000547,-0.5167187499999999
-1.4920000000000548,-0.5167187499999999
-1.491000000000055,-0.5167187499999999
-1.490000000000055,-0.5167187499999999
-1.4890000000000552,-0.5167187499999999
-1.4880000000000553,-0.5342578124999999
-1.4870000000000554,-0.5342578124999999
-1.4860000000000555,-0.5342578124999999
-1.4850000000000556,-0.5342578124999999
-1.4840000000000557,-0.5342578124999999
-1.4830000000000558,-0.5342578124999999
-1.482000000000056,-0.5342578124999999
-1.481000000000056,-0.5342578124999999
-1.4800000000000562,-0.5342578124999999
-1.4790000000000563,-0.5342578124999999
-1.4780000000000564,-0.551796875
-1.4770000000000565,-0.551796875
-1.4760000000000566,-0.551796875
-1.4750000000000567,-0.551796875
-1.4740000000000568,-0.551796875
-1.473000000000057,-0.551796875
-1.472000000000057,-0.551796875
-1.4710000000000572,-0.551796875
-1.4700000000000573,-0.551796875
-1.4690000000000574,-0.551796875
-1.4680000000000575,-0.551796875
-1.4670000000000576,-0.551796875
-1.4660000000000577,-0.551796875
-1.4650000000000578,-0.551796875
-1.464000000000058,-0.551796875
-1.463000000000058,-0.551796875
-1.4620000000000581,-0.551796875
-1.4610000000000583,-0.551796875
-1.4600000000000584,-0.551796875
-1.4590000000000585,-0.551796875
-1.4580000000000586,-0.551796875
-1.4570000000000587,-0.551796875
-1.4560000000000588,-0.551796875
-1.455000000000059,-0.551796875
-1.454000000000059,-0.5693359375
-1.4530000000000591,-0.5693359375
-1.4520000000000592,-0.5693359375
-1.4510000000000594,-0.5693359375
-1.4500000000000595,-0.5693359375
-1.4490000000000596,-0.5693359375
-1.4480000000000597,-0.5693359375
-1.4470000000000598,-0.5693359375
-1.44600000000006,-0.5693359375
-1.44500000000006,-0.5693359375
-1.4440000000000601,-0.5868749999999999
-1.4430000000000602,-0.5868749999999999
-1.4420000000000603,-0.5868749999999999
-1.4410000000000605,-0.5868749999999999
-1.4400000000000606,-0.5868749999999999
-1.4390000000000607,-0.5868749999999999
-1.4380000000000608,-0.5868749999999999
-1.437000000000061,-0.5868749999999999
-1.436000000000061,-0.5868749999999999
-1.4350000000000611,-0.5868749999999999
-1.4340000000000612,-0.5868749999999999
-1.4330000000000613,-0.5868749999999999
-1.4320000000000614,-0.5868749999999999
-1.4310000000000616,-0.5868749999999999
-1.4300000000000617,-0.5868749999999999
-1.4290000000000618,-0.5868749999999999
-1.4280000000000619,-0.5868749999999999
-1.427000000000062,-0.5868749999999999
-1.426000000000062,-0.5868749999999999
-1.4250000000000622,-0.5868749999999999
-1.4240000000000623,-0.5868749999999999
-1.4230000000000624,-0.5868749999999999
-1.4220000000000625,-0.5868749999999999
-1.4210000000000627,-0.5868749999999999
-1.4200000000000628,-0.5868749999999999
-1.4190000000000629,-0.6044140624999998
-1.418000000000063,-0.6044140624999998
-1.417000000000063,-0.6044140624999998
-1.4160000000000632,-0.6044140624999998
-1.4150000000000633,-0.6044140624999998
-1.4140000000000634,-0.6044140624999998
-1.4130000000000635,-0.6044140624999998
-1.4120000000000636,-0.6044140624999998
-1.4110000000000638,-0.6219531249999999
-1.4100000000000639,-0.6219531249999999
-1.409000000000064,-0.6219531249999999
-1.408000000000064,-0.6219531249999999
-1.4070000000000642,-0.6219531249999999
-1.4060000000000643,-0.6219531249999999
-1.4050000000000644,-0.6219531249999999
-1.4040000000000645,-0.6219531249999999
-1.4030000000000646,-0.6219531249999999
-1.4020000000000647,-0.6219531249999999
-1.4010000000000649,-0.6219531249999999
-1.400000000000065,-0.6219531249999999
-1.399000000000065,-0.6219531249999999
-1.3980000000000652,-0.6219531249999999
-1.3970000000000653,-0.6219531249999999
-1.3960000000000654,-0.6219531249999999
-1.3950000000000655,-0.6219531249999999
-1.3940000000000656,-0.6219531249999999
-1.3930000000000657,-0.6219531249999999
-1.3920000000000659,-0.6219531249999999
-1.391000000000066,-0.6219531249999999
-1.390000000000066,-0.6219531249999999
-1.3890000000000662,-0.6219531249999999
-1.3880000000000663,-0.6219531249999999
-1.3870000000000664,-0.6219531249999999
-1.3860000000000665,-0.6219531249999999
-1.3850000000000666,-0.6394921874999999
-1.3840000000000667,-0.6394921874999999
-1.3830000000000668,-0.6394921874999999
-1.382000000000067,-0.6394921874999999
-1.381000000000067,-0.6394921874999999
-1.3800000000000672,-0.6394921874999999
-1.3790000000000673,-0.6394921874999999
-1.3780000000000674,-0.6394921874999999
-1.3770000000000675,-0.65703125
-1.3760000000000676,-0.65703125
-1.3750000000000677,-0.65703125
-1.3740000000000678,-0.65703125
-1.373000000000068,-0.65703125
-1.372000000000068,-0.65703125
-1.3710000000000682,-0.65703125
-1.3700000000000683,-0.65703125
-1.3690000000000684,-0.65703125
-1.3680000000000685,-0.65703125
-1.3670000000000686,-0.65703125
-1.3660000000000687,-0.65703125
-1.3650000000000688,-0.65703125
-1.364000000000069,-0.65703125
-1.363000000000069,-0.65703125
-1.3620000000000692,-0.65703125
-1.3610000000000693,-0.65703125
-1.3600000000000694,-0.65703125
-1.3590000000000695,-0.65703125
-1.3580000000000696,-0.65703125
-1.3570000000000697,-0.65703125
-1.3560000000000698,-0.65703125
-1.35500000000007,-0.65703125
-1.35400000000007,-0.65703125
-1.3530000000000701,-0.65703125
-1.3520000000000703,-0.65703125
-1.3510000000000704,-0.65703125
-1.3500000000000705,-0.6745703125
-1.3490000000000706,-0.6745703125
-1.3480000000000707,-0.6745703125
-1.3470000000000708,-0.6745703125
-1.346000000000071,-0.6745703125
-1.345000000000071,-0.6745703125
-1.3440000000000711,-0.6745703125
-1.3430000000000712,-0.6921093749999999
-1.3420000000000714,-0.6921093749999999
-1.3410000000000715,-0.6921093749999999
-1.3400000000000716,-0.6921093749999999
-1.3390000000000717,-0.6921093749999999
-1.3380000000000718,-0.6921093749999999
-1.337000000000072,-0.6921093749999999
-1.336000000000072,-0.6921093749999999
-1.3350000000000721,-0.6921093749999999
-1.3340000000000722,-0.6921093749999999
-1.3330000000000723,-0.6921093749999999
-1.3320000000000725,-0.6921093749999999
-1.3310000000000726,-0.6921093749999999
-1.3300000000000727,-0.6921093749999999
-1.3290000000000728,-0.6921093749999999
-1.328000000000073,-0.6921093749999999
-1.327000000000073,-0.6921093749999999
-1.3260000000000731,-0.6921093749999999
-1.3250000000000732,-0.6921093749999999
-1.3240000000000733,-0.6921093749999999
-1.3230000000000735,-0.6921093749999999
-1.3220000000000736,-0.6921093749999999
-1.3210000000000737,-0.6921093749999999
-1.3200000000000738,-0.6921093749999999
-1.319000000000074,-0.6921093749999999
-1.318000000000074,-0.6921093749999999
-1.3170000000000741,-0.6921093749999999
-1.3160000000000742,-0.6921093749999999
-1.3150000000000743,-0.7096484374999998
-1.3140000000000744,-0.7096484374999998
-1.3130000000000746,-0.7096484374999998
-1.3120000000000747,-0.7096484374999998
-1.3110000000000748,-0.7096484374999998
-1.3100000000000749,-0.7096484374999998
-1.309000000000075,-0.7271874999999999
-1.308000000000075,-0.7271874999999999
-1.3070000000000752,-0.7271874999999999
-1.3060000000000753,-0.7271874999999999
-1.3050000000000754,-0.7271874999999999
-1.3040000000000755,-0.7271874999999999
-1.3030000000000757,-0.7271874999999999
-1.3020000000000758,-0.7271874999999999
-1.3010000000000759,-0.7271874999999999
-1.300000000000076,-0.7271874999999999
-1.299000000000076,-0.7271874999999999
-1.2980000000000762,-0.7271874999999999
-1.2970000000000763,-0.7271874999999999
-1.2960000000000764,-0.7271874999999999
-1.2950000000000765,-0.7271874999999999
-1.2940000000000766,-0.7271874999999999
-1.2930000000000768,-0.7271874999999999
-1.2920000000000769,-0.7271874999999999
-1.291000000000077,-0.7271874999999999
-1.290000000000077,-0.7271874999999999
-1.2890000000000772,-0.7271874999999999
-1.2880000000000773,-0.7271874999999999
-1.2870000000000774,-0.7271874999999999
-1.2860000000000775,-0.7271874999999999
-1.2850000000000776,-0.7271874999999999
-1.2840000000000777,-0.7271874999999999
-1.2830000000000779,-0.7271874999999999
-1.282000000000078,-0.7271874999999999
-1.281000000000078,-0.7447265624999999
-1.2800000000000782,-0.7447265624999999
-1.2790000000000783,-0.7447265624999999
-1.2780000000000784,-0.7447265624999999
-1.2770000000000785,-0.7447265624999999
-1.2760000000000786,-0.7447265624999999
-1.2750000000000787,-0.762265625
-1.2740000000000788,-0.762265625
-1.273000000000079,-0.762265625
-1.272000000000079,-0.762265625
-1.2710000000000792,-0.762265625
-1.2700000000000793,-0.762265625
-1.2690000000000794,-0.762265625
-1.2680000000000795,-0.762265625
-1.2670000000000796,-0.762265625
-1.2660000000000797,-0.762265625
-1.2650000000000798,-0.762265625
-1.26400000000008,-0.762265625
-1.26300000000008,-0.762265625
-1.2620000000000802,-0.762265625
-1.2610000000000803,-0.762265625
-1.2600000000000804,-0.762265625
-1.2590000000000805,-0.762265625
-1.2580000000000806,-0.762265625
-1.2570000000000807,-0.762265625
-1.2560000000000808,-0.762265625
-1.255000000000081,-0.762265625
-1.254000000000081,-0.762265625
-1.2530000000000812,-0.762265625
-1.2520000000000813,-0.762265625
-1.2510000000000814,-0.762265625
-1.2500000000000815,-0.762265625
-1.2490000000000816,-0.762265625
-1.2480000000000817,-0.762265625
-1.2470000000000818,-0.762265625
-1.246000000000082,-0.7798046875
-1.245000000000082,-0.7798046875
-1.2440000000000822,-0.7798046875
-1.2430000000000823,-0.7798046875
-1.2420000000000824,-0.7798046875
-1.2410000000000825,-0.7798046875
-1.2400000000000826,-0.7973437499999999
-1.2390000000000827,-0.7973437499999999
-1.2380000000000828,-0.7973437499999999
-1.237000000000083,-0.7973437499999999
-1.236000000000083,-0.7973437499999999
-1.2350000000000831,-0.7973437499999999
-1.2340000000000833,-0.7973437499999999
-1.2330000000000834,-0.7973437499999999
-1.2320000000000835,-0.7973437499999999
-1.2310000000000836,-0.7973437499999999
-1.2300000000000837,-0.7973437499999999
-1.2290000000000838,-0.7973437499999999
-1.228000000000084,-0.7973437499999999
-1.227000000000084,-0.7973437499999999
-1.2260000000000841,-0.7973437499999999
-1.2250000000000842,-0.7973437499999999
-1.2240000000000844,-0.7973437499999999
-1.2230000000000845,-0.7973437499999999
-1.2220000000000846,-0.7973437499999999
-1.2210000000000847,-0.7973437499999999
-1.2200000000000848,-0.7973437499999999
-1.219000000000085,-0.7973437499999999
-1.218000000000085,-0.7973437499999999
-1.2170000000000851,-0.7973437499999999
-1.2160000000000852,-0.7973437499999999
-1.2150000000000853,-0.7973437499999999
-1.2140000000000855,-0.7973437499999999
-1.2130000000000856,-0.7973437499999999
-1.2120000000000857,-0.7973437499999999
-1.2110000000000858,-0.8148828124999998
-1.210000000000086,-0.8148828124999998
-1.209000000000086,-0.8148828124999998
-1.2080000000000861,-0.8148828124999998
-1.2070000000000862,-0.8148828124999998
-1.2060000000000863,-0.8324218749999999
-1.2050000000000864,-0.8324218749999999
-1.2040000000000866,-0.8324218749999999
-1.2030000000000867,-0.8324218749999999
-1.2020000000000868,-0.8324218749999999
-1.2010000000000869,-0.8324218749999999
-1.200000000000087,-0.8324218749999999
-1.199000000000087,-0.8324218749999999
-1.1980000000000872,-0.8324218749999999
-1.1970000000000873,-0.8324218749999999
-1.1960000000000874,-0.8324218749999999
-1.1950000000000875,-0.8324218749999999
-1.1940000000000877,-0.8324218749999999
-1.1930000000000878,-0.8324218749999999
-1.1920000000000879,-0.8324218749999999
-1.191000000000088,-0.8324218749999999
-1.190000000000088,-0.8324218749999999
-1.1890000000000882,-0.8324218749999999
-1.1880000000000883,-0.8324218749999999
-1.1870000000000884,-0.8324218749999999
-1.1860000000000885,-0.8324218749999999
-1.1850000000000886,-0.8324218749999999
-1.1840000000000888,-0.8324218749999999
-1.1830000000000889,-0.8324218749999999
-1.182000000000089,-0.8324218749999999
-1.181000000000089,-0.8324218749999999
-1.1800000000000892,-0.8324218749999999
-1.1790000000000893,-0.8324218749999999
-1.1780000000000894,-0.8324218749999999
-1.1770000000000895,-0.8324218749999999
-1.1760000000000896,-0.8499609374999999
-1.1750000000000898,-0.8499609374999999
-1.1740000000000899,-0.8499609374999999
-1.17300000000009,-0.8499609374999999
-1.17200000000009,-0.8499609374999999
-1.1710000000000902,-0.8674999999999999
-1.1700000000000903,-0.8674999999999999
-1.1690000000000904,-0.8674999999999999
-1.1680000000000905,-0.8674999999999999
-1.1670000000000906,-0.8674999999999999
-1.1660000000000907,-0.8674999999999999
-1.1650000000000909,-0.8674999999999999
-1.164000000000091,-0.8674999999999999
-1.163000000000091,-0.8674999999999999
-1.1620000000000912,-0.8674999999999999
-1.1610000000000913,-0.8674999999999999
-1.1600000000000914,-0.8674999999999999
-1.1590000000000915,-0.8674999999999999
-1.1580000000000916,-0.8674999999999999
-1.1570000000000917,-0.8674999999999999
-1.1560000000000918,-0.8674999999999999
-1.155000000000092,-0.8674999999999999
-1.154000000000092,-0.8674999999999999
-1.1530000000000922,-0.8674999999999999
-1.1520000000000923,-0.8674999999999999
-1.1510000000000924,-0.8674999999999999
-1.1500000000000925,-0.8674999999999999
-1.1490000000000926,-0.8674999999999999
-1.1480000000000927,-0.8674999999999999
-1.1470000000000928,-0.8674999999999999
-1.146000000000093,-0.8674999999999999
-1.145000000000093,-0.8674999999999999
-1.1440000000000932,-0.8674999999999999
-1.1430000000000933,-0.8674999999999999
-1.1420000000000934,-0.8850390625
-1.1410000000000935,-0.8850390625
-1.1400000000000936,-0.8850390625
-1.1390000000000937,-0.8850390625
-1.1380000000000938,-0.8850390625
-1.137000000000094,-0.8850390625
-1.136000000000094,-0.902578125
-1.1350000000000942,-0.902578125
-1.1340000000000943,-0.902578125
-1.1330000000000944,-0.902578125
-1.1320000000000945,-0.902578125
-1.1310000000000946,-0.902578125
-1.1300000000000947,-0.902578125
-1.1290000000000948,-0.902578125
-1.128000000000095,-0.902578125
-1.127000000000095,-0.902578125
-1.1260000000000951,-0.902578125
-1.1250000000000953,-0.902578125
-1.1240000000000954,-0.902578125
-1.1230000000000955,-0.902578125
-1.1220000000000956,-0.902578125
-1.1210000000000957,-0.902578125
-1.1200000000000958,-0.902578125
-1.119000000000096,-0.902578125
-1.118000000000096,-0.902578125
-1.1170000000000961,-0.902578125
-1.1160000000000962,-0.902578125
-1.1150000000000964,-0.902578125
-1.1140000000000965,-0.902578125
-1.1130000000000966,-0.902578125
-1.1120000000000967,-0.902578125
-1.1110000000000968,-0.902578125
-1.110000000000097,-0.902578125
-1.109000000000097,-0.902578125
-1.1080000000000971,-0.902578125
-1.1070000000000972,-0.9201171875
-1.1060000000000973,-0.9201171875
-1.1050000000000975,-0.9201171875
-1.1040000000000976,-0.9201171875
-1.1030000000000977,-0.9201171875
-1.1020000000000978,-0.93765625
-1.101000000000098,-0.93765625
-1.100000000000098,-0.93765625
-1.0990000000000981,-0.93765625
-1.0980000000000982,-0.93765625
-1.0970000000000983,-0.93765625
-1.0960000000000985,-0.93765625
-1.0950000000000986,-0.93765625
-1.0940000000000987,-0.93765625
-1.0930000000000988,-0.93765625
-1.092000000000099,-0.93765625
-1.091000000000099,-0.93765625
-1.0900000000000991,-0.93765625
-1.0890000000000992,-0.93765625
-1.0880000000000993,-0.93765625
-1.0870000000000994,-0.93765625
-1.0860000000000996,-0.93765625
-1.0850000000000997,-0.93765625
-1.0840000000000998,-0.93765625
-1.0830000000000999,-0.93765625
-1.0820000000001,-0.93765625
-1.0810000000001,-0.93765625
-1.0800000000001002,-0.93765625
-1.0790000000001003,-0.93765625
-1.0780000000001004,-0.93765625
-1.0770000000001005,-0.93765625
-1.0760000000001007,-0.93765625
-1.0750000000001008,-0.93765625
-1.0740000000001009,-0.93765625
-1.073000000000101,-0.93765625
-1.072000000000101,-0.9551953124999999
-1.0710000000001012,-0.9551953124999999
-1.0700000000001013,-0.9551953124999999
-1.0690000000001014,-0.9551953124999999
-1.0680000000001015,-0.9551953124999999
-1.0670000000001016,-0.9727343749999999
-1.0660000000001018,-0.9727343749999999
-1.0650000000001019,-0.9727343749999999
-1.064000000000102,-0.9727343749999999
-1.063000000000102,-0.9727343749999999
-1.0620000000001022,-0.9727343749999999
-1.0610000000001023,-0.9727343749999999
-1.0600000000001024,-0.9727343749999999
