E_mm_n,E_mm_a
-1.3770000000000675,-0.6453124999999998
-1.3760000000000676,-0.6453124999999998
-1.3750000000000677,-0.6453124999999998
-1.3740000000000678,-0.6453124999999998
-1.373000000000068,-0.6453124999999998
-1.372000000000068,-0.6624999999999999
-1.3710000000000682,-0.6624999999999999
-1.3700000000000683,-0.6624999999999999
-1.3690000000000684,-0.6624999999999999
-1.3680000000000685,-0.6624999999999999
-1.3670000000000686,-0.6624999999999999
-1.3660000000000687,-0.6624999999999999
-1.3650000000000688,-0.6624999999999999
-1.364000000000069,-0.6624999999999999
-1.363000000000069,-0.6624999999999999
-1.3620000000000692,-0.6624999999999999
-1.3610000000000693,-0.6624999999999999
-1.3600000000000694,-0.6624999999999999
-1.3590000000000695,-0.6624999999999999
-1.3580000000000696,-0.6624999999999999
-1.3570000000000697,-0.6624999999999999
-1.3560000000000698,-0.6624999999999999
-1.35500000000007,-0.6624999999999999
-1.35400000000007,-0.6624999999999999
-1.3530000000000701,-0.6624999999999999
-1.3520000000000703,-0.6624999999999999
-1.3510000000000704,-0.6624999999999999
-1.3500000000000705,-0.6624999999999999
-1.3490000000000706,-0.6624999999999999
-1.3480000000000707,-0.6624999999999999
-1.3470000000000708,-0.6624999999999999
-1.346000000000071,-0.6624999999999999
-1.345000000000071,-0.6796874999999999
-1.3440000000000711,-0.6796874999999999
-1.3430000000000712,-0.6796874999999999
-1.3420000000000714,-0.6796874999999999
-1.3410000000000715,-0.6796874999999999
-1.3400000000000716,-0.6796874999999999
-1.3390000000000717,-0.6796874999999999
-1.3380000000000718,-0.6968749999999999
-1.337000000000072,-0.6968749999999999
-1.336000000000072,-0.6968749999999999
-1.3350000000000721,-0.6968749999999999
-1.3340000000000722,-0.6968749999999999
-1.3330000000000723,-0.6968749999999999
-1.3320000000000725,-0.6968749999999999
-1.3310000000000726,-0.6968749999999999
-1.3300000000000727,-0.6968749999999999
-1.3290000000000728,-0.6968749999999999
-1.328000000000073,-0.6968749999999999
-1.327000000000073,-0.6968749999999999
-1.3260000000000731,-0.6968749999999999
-1.3250000000000732,-0.6968749999999999
-1.3240000000000733,-0.6968749999999999
-1.3230000000000735,-0.6968749999999999
-1.3220000000000736,-0.6968749999999999
-1.3210000000000737,-0.6968749999999999
-1.3200000000000738,-0.6968749999999999
-1.319000000000074,-0.6968749999999999
-1.318000000000074,-0.6968749999999999
-1.3170000000000741,-0.6968749999999999
-1.3160000000000742,-0.6968749999999999
-1.3150000000000743,-0.6968749999999999
-1.3140000000000744,-0.6968749999999999
-1.3130000000000746,-0.6968749999999999
-1.3120000000000747,-0.6968749999999999
-1.3110000000000748,-0.7140624999999999
-1.3100000000000749,-0.7140624999999999
-1.309000000000075,-0.7140624999999999
-1.308000000000075,-0.7140624999999999
-1.3070000000000752,-0.7140624999999999
-1.3060000000000753,-0.7140624999999999
-1.3050000000000754,-0.73125
-1.3040000000000755,-0.73125
-1.3030000000000757,-0.73125
-1.3020000000000758,-0.73125
-1.3010000000000759,-0.73125
-1.300000000000076,-0.73125
-1.299000000000076,-0.73125
-1.2980000000000762,-0.73125
-1.2970000000000763,-0.73125
-1.2960000000000764,-0.73125
-1.2950000000000765,-0.73125
-1.2940000000000766,-0.73125
-1.2930000000000768,-0.73125
-1.2920000000000769,-0.73125
-1.291000000000077,-0.73125
-1.290000000000077,-0.73125
-1.2890000000000772,-0.73125
-1.2880000000000773,-0.73125
-1.2870000000000774,-0.73125
-1.2860000000000775,-0.73125
-1.2850000000000776,-0.73125
-1.2840000000000777,-0.73125
-1.2830000000000779,-0.73125
-1.282000000000078,-0.73125
-1.281000000000078,-0.73125
-1.2800000000000782,-0.73125
-1.2790000000000783,-0.73125
-1.2780000000000784,-0.73125
-1.2770000000000785,-0.7484375
-1.2760000000000786,-0.7484375
-1.2750000000000787,-0.7484375
-1.2740000000000788,-0.7484375
-1.273000000000079,-0.7484375
-1.272000000000079,-0.7484375
-1.2710000000000792,-0.765625
-1.2700000000000793,-0.765625
-1.2690000000000794,-0.765625
-1.2680000000000795,-0.765625
-1.2670000000000796,-0.765625
-1.2660000000000797,-0.765625
-1.2650000000000798,-0.765625
-1.26400000000008,-0.765625
-1.26300000000008,-0.765625
-1.2620000000000802,-0.765625
-1.2610000000000803,-0.765625
-1.2600000000000804,-0.765625
-1.2590000000000805,-0.765625
-1.2580000000000806,-0.765625
-1.2570000000000807,-0.765625
-1.2560000000000808,-0.765625
-1.255000000000081,-0.765625
-1.254000000000081,-0.765625
-1.2530000000000812,-0.765625
-1.2520000000000813,-0.765625
-1.2510000000000814,-0.765625
-1.2500000000000815,-0.765625
-1.2490000000000816,-0.765625
-1.2480000000000817,-0.765625
-1.2470000000000818,-0.765625
-1.246000000000082,-0.765625
-1.245000000000082,-0.765625
-1.2440000000000822,-0.765625
-1.2430000000000823,-0.7828124999999999
-1.2420000000000824,-0.7828124999999999
-1.2410000000000825,-0.7828124999999999
-1.2400000000000826,-0.7828124999999999
-1.2390000000000827,-0.7828124999999999
-1.2380000000000828,-0.7999999999999999
-1.237000000000083,-0.7999999999999999
-1.236000000000083,-0.7999999999999999
-1.2350000000000831,-0.7999999999999999
-1.2340000000000833,-0.7999999999999999
-1.2330000000000834,-0.7999999999999999
-1.2320000000000835,-0.7999999999999999
-1.2310000000000836,-0.7999999999999999
-1.2300000000000837,-0.7999999999999999
-1.2290000000000838,-0.7999999999999999
-1.228000000000084,-0.7999999999999999
-1.227000000000084,-0.7999999999999999
-1.2260000000000841,-0.7999999999999999
-1.2250000000000842,-0.7999999999999999
-1.2240000000000844,-0.7999999999999999
-1.2230000000000845,-0.7999999999999999
-1.2220000000000846,-0.7999999999999999
-1.2210000000000847,-0.7999999999999999
-1.2200000000000848,-0.7999999999999999
-1.219000000000085,-0.7999999999999999
-1.218000000000085,-0.7999999999999999
-1.2170000000000851,-0.7999999999999999
-1.2160000000000852,-0.7999999999999999
-1.2150000000000853,-0.7999999999999999
-1.2140000000000855,-0.7999999999999999
-1.2130000000000856,-0.7999999999999999
-1.2120000000000857,-0.7999999999999999
-1.2110000000000858,-0.7999999999999999
-1.210000000000086,-0.7999999999999999
-1.209000000000086,-0.8171875
-1.2080000000000861,-0.8171875
-1.2070000000000862,-0.8171875
-1.2060000000000863,-0.8171875
-1.2050000000000864,-0.8171875
-1.2040000000000866,-0.8343749999999999
-1.2030000000000867,-0.8343749999999999
-1.2020000000000868,-0.8343749999999999
-1.2010000000000869,-0.8343749999999999
-1.200000000000087,-0.8343749999999999
-1.199000000000087,-0.8343749999999999
-1.1980000000000872,-0.8343749999999999
-1.1970000000000873,-0.8343749999999999
-1.1960000000000874,-0.8343749999999999
-1.1950000000000875,-0.8343749999999999
-1.1940000000000877,-0.8343749999999999
-1.1930000000000878,-0.8343749999999999
-1.1920000000000879,-0.8343749999999999
-1.191000000000088,-0.8343749999999999
-1.190000000000088,-0.8343749999999999
-1.1890000000000882,-0.8343749999999999
-1.1880000000000883,-0.8343749999999999
-1.1870000000000884,-0.8343749999999999
-1.1860000000000885,-0.8343749999999999
-1.1850000000000886,-0.8343749999999999
-1.1840000000000888,-0.8343749999999999
-1.1830000000000889,-0.8343749999999999
-1.182000000000089,-0.8343749999999999
-1.181000000000089,-0.8343749999999999
-1.1800000000000892,-0.8343749999999999
-1.1790000000000893,-0.8343749999999999
-1.1780000000000894,-0.8343749999999999
-1.1770000000000895,-0.8343749999999999
-1.1760000000000896,-0.8343749999999999
-1.1750000000000898,-0.8515624999999999
-1.1740000000000899,-0.8515624999999999
-1.17300000000009,-0.8515624999999999
-1.17200000000009,-0.8515624999999999
-1.1710000000000902,-0.8515624999999999
-1.1700000000000903,-0.8687499999999999
-1.1690000000000904,-0.8687499999999999
-1.1680000000000905,-0.8687499999999999
-1.1670000000000906,-0.8687499999999999
-1.1660000000000907,-0.8687499999999999
-1.1650000000000909,-0.8687499999999999
-1.164000000000091,-0.8687499999999999
-1.163000000000091,-0.8687499999999999
-1.1620000000000912,-0.8687499999999999
-1.1610000000000913,-0.8687499999999999
-1.1600000000000914,-0.8687499999999999
-1.1590000000000915,-0.8687499999999999
-1.1580000000000916,-0.8687499999999999
-1.1570000000000917,-0.8687499999999999
-1.1560000000000918,-0.8687499999999999
-1.155000000000092,-0.8687499999999999
-1.154000000000092,-0.8687499999999999
-1.1530000000000922,-0.8687499999999999
-1.1520000000000923,-0.8687499999999999
-1.1510000000000924,-0.8687499999999999
-1.1500000000000925,-0.8687499999999999
-1.1490000000000926,-0.8687499999999999
-1.1480000000000927,-0.8687499999999999
-1.1470000000000928,-0.8687499999999999
-1.146000000000093,-0.8687499999999999
-1.145000000000093,-0.8687499999999999
-1.1440000000000932,-0.8687499999999999
-1.1430000000000933,-0.8687499999999999
-1.1420000000000934,-0.8687499999999999
-1.1410000000000935,-0.8687499999999999
-1.1400000000000936,-0.8859374999999999
-1.1390000000000937,-0.8859374999999999
-1.1380000000000938,-0.8859374999999999
-1.137000000000094,-0.8859374999999999
-1.136000000000094,-0.903125
-1.1350000000000942,-0.903125
-1.1340000000000943,-0.903125
-1.1330000000000944,-0.903125
-1.1320000000000945,-0.903125
-1.1310000000000946,-0.903125
-1.1300000000000947,-0.903125
-1.1290000000000948,-0.903125
-1.128000000000095,-0.903125
-1.127000000000095,-0.903125
-1.1260000000000951,-0.903125
-1.1250000000000953,-0.903125
-1.1240000000000954,-0.903125
-1.1230000000000955,-0.903125
-1.1220000000000956,-0.903125
-1.1210000000000957,-0.903125
-1.1200000000000958,-0.903125
-1.119000000000096,-0.903125
-1.118000000000096,-0.903125
-1.1170000000000961,-0.903125
-1.1160000000000962,-0.903125
-1.1150000000000964,-0.903125
-1.1140000000000965,-0.903125
-1.1130000000000966,-0.903125
-1.1120000000000967,-0.903125
-1.1110000000000968,-0.903125
-1.110000000000097,-0.903125
-1.109000000000097,-0.903125
-1.1080000000000971,-0.903125
-1.1070000000000972,-0.903125
-1.1060000000000973,-0.9203125
-1.1050000000000975,-0.9203125
-1.1040000000000976,-0.9203125
-1.1030000000000977,-0.9203125
-1.1020000000000978,-0.9375
-1.101000000000098,-0.9375
-1.100000000000098,-0.9375
-1.0990000000000981,-0.9375
-1.0980000000000982,-0.9375
-1.0970000000000983,-0.9375
-1.0960000000000985,-0.9375
-1.0950000000000986,-0.9375
-1.0940000000000987,-0.9375
-1.0930000000000988,-0.9375
-1.092000000000099,-0.9375
-1.091000000000099,-0.9375
-1.0900000000000991,-0.9375
-1.0890000000000992,-0.9375
-1.0880000000000993,-0.9375
-1.0870000000000994,-0.9375
-1.0860000000000996,-0.9375
-1.0850000000000997,-0.9375
-1.0840000000000998,-0.9375
-1.0830000000000999,-0.9375
-1.0820000000001,-0.9375
-1.0810000000001,-0.9375
-1.0800000000001002,-0.9375
-1.0790000000001003,-0.9375
-1.0780000000001004,-0.9375
-1.0770000000001005,-0.9375
-1.0760000000001007,-0.9375
-1.0750000000001008,-0.9375
-1.0740000000001009,-0.9375
-1.073000000000101,-0.9375
-1.072000000000101,-0.9546875
-1.0710000000001012,-0.9546875
-1.0700000000001013,-0.9546875
-1.0690000000001014,-0.9546875
-1.0680000000001015,-0.971875
-1.0670000000001016,-0.971875
-1.0660000000001018,-0.971875
-1.0650000000001019,-0.971875
-1.064000000000102,-0.971875
-1.063000000000102,-0.971875
-1.0620000000001022,-0.971875
-1.0610000000001023,-0.971875
-1.0600000000001024,-0.971875
-1.0590000000001025,-0.971875
-1.0580000000001026,-0.971875
-1.0570000000001027,-0.971875
-1.0560000000001029,-0.971875
-1.055000000000103,-0.971875
-1.054000000000103,-0.971875
-1.0530000000001032,-0.971875
-1.0520000000001033,-0.971875
-1.0510000000001034,-0.971875
-1.0500000000001035,-0.971875
-1.0490000000001036,-0.971875
-1.0480000000001037,-0.971875
-1.0470000000001038,-0.971875
-1.046000000000104,-0.971875
-1.045000000000104,-0.971875
-1.0440000000001042,-0.971875
-1.0430000000001043,-0.971875
-1.0420000000001044,-0.971875
-1.0410000000001045,-0.971875
-1.0400000000001046,-0.971875
-1.0390000000001047,-0.971875
-1.0380000000001048,-0.9890625000000001
-1.037000000000105,-0.9890625000000001
-1.036000000000105,-0.9890625000000001
-1.0350000000001052,-0.9890625000000001
-1.0340000000001053,-0.9890625000000001
-1.0330000000001054,-1.00625
-1.0320000000001055,-1.00625
-1.0310000000001056,-1.00625
-1.0300000000001057,-1.00625
-1.0290000000001058,-1.00625
-1.028000000000106,-1.00625
-1.027000000000106,-1.00625
-1.0260000000001062,-1.00625
-1.0250000000001063,-1.00625
-1.0240000000001064,-1.00625
-1.0230000000001065,-1.00625
-1.0220000000001066,-1.00625
-1.0210000000001067,-1.00625
-1.0200000000001068,-1.00625
-1.019000000000107,-1.00625
-1.018000000000107,-1.00625
-1.0170000000001072,-1.00625
-1.0160000000001073,-1.00625
-1.0150000000001074,-1.00625
-1.0140000000001075,-1.00625
-1.0130000000001076,-1.00625
-1.0120000000001077,-1.00625
-1.0110000000001078,-1.00625
-1.010000000000108,-1.00625
-1.009000000000108,-1.00625
-1.0080000000001081,-1.00625
-1.0070000000001083,-1.00625
-1.0060000000001084,-1.00625
-1.0050000000001085,-1.00625
-1.0040000000001086,-1.00625
-1.0030000000001087,-1.0234375
-1.0020000000001088,-1.0234375
-1.001000000000109,-1.0234375
-1.000000000000109,-1.0234375
-0.9990000000001091,-1.040625
-0.9980000000001092,-1.040625
-0.9970000000001094,-1.040625
-0.9960000000001095,-1.040625
-0.9950000000001096,-1.040625
-0.9940000000001097,-1.040625
-0.9930000000001098,-1.040625
-0.9920000000001099,-1.040625
-0.99100000000011,-1.040625
-0.9900000000001101,-1.040625
-0.9890000000001102,-1.040625
-0.9880000000001103,-1.040625
-0.9870000000001105,-1.040625
-0.9860000000001106,-1.040625
-0.9850000000001107,-1.040625
-0.9840000000001108,-1.040625
-0.9830000000001109,-1.040625
-0.982000000000111,-1.040625
-0.9810000000001111,-1.040625
-0.9800000000001112,-1.040625
-0.9790000000001113,-1.040625
-0.9780000000001114,-1.040625
-0.9770000000001116,-1.040625
-0.9760000000001117,-1.040625
-0.9750000000001118,-1.040625
-0.9740000000001119,-1.040625
-0.973000000000112,-1.040625
-0.9720000000001121,-1.040625
-0.9710000000001122,-1.040625
-0.9700000000001123,-1.040625
-0.9690000000001124,-1.0578124999999998
-0.9680000000001125,-1.0578124999999998
-0.9670000000001127,-1.0578124999999998
-0.9660000000001128,-1.0578124999999998
-0.9650000000001129,-1.0578124999999998
-0.964000000000113,-1.075
-0.9630000000001131,-1.075
-0.9620000000001132,-1.075
-0.9610000000001133,-1.075
-0.9600000000001134,-1.075
-0.9590000000001135,-1.075
-0.9580000000001136,-1.075
-0.9570000000001138,-1.075
-0.9560000000001139,-1.075
-0.955000000000114,-1.075
-0.9540000000001141,-1.075
-0.9530000000001142,-1.075
-0.9520000000001143,-1.075
-0.9510000000001144,-1.075
-0.9500000000001145,-1.075
-0.9490000000001146,-1.075
-0.9480000000001148,-1.075
-0.9470000000001149,-1.075
-0.946000000000115,-1.075
-0.9450000000001151,-1.075
-0.9440000000001152,-1.075
-0.9430000000001153,-1.075
-0.9420000000001154,-1.075
-0.9410000000001155,-1.075
-0.9400000000001156,-1.075
-0.9390000000001157,-1.075
-0.9380000000001159,-1.075
-0.937000000000116,-1.075
-0.9360000000001161,-1.075
-0.9350000000001162,-1.075
-0.9340000000001163,-1.0921875
-0.9330000000001164,-1.0921875
-0.9320000000001165,-1.0921875
-0.9310000000001166,-1.0921875
-0.9300000000001167,-1.109375
-0.9290000000001168,-1.109375
-0.928000000000117,-1.109375
-0.9270000000001171,-1.109375
-0.9260000000001172,-1.109375
-0.9250000000001173,-1.109375
-0.9240000000001174,-1.109375
-0.9230000000001175,-1.109375
-0.9220000000001176,-1.109375
-0.9210000000001177,-1.109375
-0.9200000000001178,-1.109375
-0.919000000000118,-1.109375
-0.918000000000118,-1.109375
-0.9170000000001182,-1.109375
-0.9160000000001183,-1.109375
-0.9150000000001184,-1.109375
-0.9140000000001185,-1.109375
-0.9130000000001186,-1.109375
-0.9120000000001187,-1.109375
-0.9110000000001188,-1.109375
-0.9100000000001189,-1.109375
-0.909000000000119,-1.109375
-0.9080000000001192,-1.109375
-0.9070000000001193,-1.109375
-0.9060000000001194,-1.109375
-0.9050000000001195,-1.109375
-0.9040000000001196,-1.109375
-0.9030000000001197,-1.109375
-0.9020000000001198,-1.109375
-0.9010000000001199,-1.109375
-0.90000000000012,-1.1265625
-0.8990000000001201,-1.1265625
-0.8980000000001203,-1.1265625
-0.8970000000001204,-1.1265625
-0.8960000000001205,-1.1265625
-0.8950000000001206,-1.1437499999999998
-0.8940000000001207,-1.1437499999999998
-0.8930000000001208,-1.1437499999999998
-0.8920000000001209,-1.1437499999999998
-0.891000000000121,-1.1437499999999998
-0.8900000000001211,-1.1437499999999998
-0.8890000000001212,-1.1437499999999998
-0.8880000000001214,-1.1437499999999998
-0.8870000000001215,-1.1437499999999998
-0.8860000000001216,-1.1437499999999998
-0.8850000000001217,-1.1437499999999998
-0.8840000000001218,-1.1437499999999998
-0.8830000000001219,-1.1437499999999998
-0.882000000000122,-1.1437499999999998
-0.8810000000001221,-1.1437499999999998
-0.8800000000001222,-1.1437499999999998
-0.8790000000001224,-1.1437499999999998
-0.8780000000001225,-1.1437499999999998
-0.8770000000001226,-1.1437499999999998
-0.8760000000001227,-1.1437499999999998
-0.8750000000001228,-1.1437499999999998
-0.8740000000001229,-1.1437499999999998
-0.873000000000123,-1.1437499999999998
-0.8720000000001231,-1.1437499999999998
-0.8710000000001232,-1.1437499999999998
-0.8700000000001233,-1.1437499999999998
-0.8690000000001235,-1.1437499999999998
-0.8680000000001236,-1.1437499999999998
-0.8670000000001237,-1.1437499999999998
-0.8660000000001238,-1.1437499999999998
-0.8650000000001239,-1.1609374999999997
-0.864000000000124,-1.1609374999999997
-0.8630000000001241,-1.1609374999999997
-0.8620000000001242,-1.1609374999999997
-0.8610000000001243,-1.1609374999999997
-0.8600000000001244,-1.1781249999999999
-0.8590000000001246,-1.1781249999999999
-0.8580000000001247,-1.1781249999999999
-0.8570000000001248,-1.1781249999999999
-0.8560000000001249,-1.1781249999999999
-0.855000000000125,-1.1781249999999999
-0.8540000000001251,-1.1781249999999999
-0.8530000000001252,-1.1781249999999999
-0.8520000000001253,-1.1781249999999999
-0.8510000000001254,-1.1781249999999999
-0.8500000000001255,-1.1781249999999999
-0.8490000000001257,-1.1781249999999999
-0.8480000000001258,-1.1781249999999999
-0.8470000000001259,-1.1781249999999999
-0.846000000000126,-1.1781249999999999
-0.8450000000001261,-1.1781249999999999
-0.8440000000001262,-1.1781249999999999
-0.8430000000001263,-1.1781249999999999
-0.8420000000001264,-1.1781249999999999
-0.8410000000001265,-1.1781249999999999
-0.8400000000001266,-1.1781249999999999
-0.8390000000001268,-1.1781249999999999
-0.8380000000001269,-1.1781249999999999
-0.837000000000127,-1.1781249999999999
-0.8360000000001271,-1.1781249999999999
-0.8350000000001272,-1.1781249999999999
-0.8340000000001273,-1.1781249999999999
-0.8330000000001274,-1.1781249999999999
-0.8320000000001275,-1.1781249999999999
-0.8310000000001276,-1.1953125
-0.8300000000001277,-1.1953125
-0.8290000000001279,-1.1953125
-0.828000000000128,-1.1953125
-0.8270000000001281,-1.1953125
-0.8260000000001282,-1.1953125
-0.8250000000001283,-1.2125
-0.8240000000001284,-1.2125
-0.8230000000001285,-1.2125
-0.8220000000001286,-1.2125
-0.8210000000001287,-1.2125
-0.8200000000001288,-1.2125
-0.819000000000129,-1.2125
-0.8180000000001291,-1.2125
-0.8170000000001292,-1.2125
-0.8160000000001293,-1.2125
-0.8150000000001294,-1.2125
-0.8140000000001295,-1.2125
-0.8130000000001296,-1.2125
-0.8120000000001297,-1.2125
-0.8110000000001298,-1.2125
-0.81000000000013,-1.2125
-0.8090000000001301,-1.2125
-0.8080000000001302,-1.2125
-0.8070000000001303,-1.2125
-0.8060000000001304,-1.2125
-0.8050000000001305,-1.2125
-0.8040000000001306,-1.2125
-0.8030000000001307,-1.2125
-0.8020000000001308,-1.2125
-0.8010000000001309,-1.2125
-0.800000000000131,-1.2125
-0.7990000000001312,-1.2125
-0.7980000000001313,-1.2125
-0.7970000000001314,-1.2125
-0.7960000000001315,-1.2296874999999998
-0.7950000000001316,-1.2296874999999998
-0.7940000000001317,-1.2296874999999998
-0.7930000000001318,-1.2296874999999998
-0.7920000000001319,-1.2296874999999998
-0.791000000000132,-1.2296874999999998
-0.7900000000001322,-1.246875
-0.7890000000001323,-1.246875
-0.7880000000001324,-1.246875
-0.7870000000001325,-1.246875
-0.7860000000001326,-1.246875
-0.7850000000001327,-1.246875
-0.7840000000001328,-1.246875
-0.7830000000001329,-1.246875
-0.782000000000133,-1.246875
-0.7810000000001331,-1.246875
-0.7800000000001333,-1.246875
-0.7790000000001334,-1.246875
-0.7780000000001335,-1.246875
-0.7770000000001336,-1.246875
-0.7760000000001337,-1.246875
-0.7750000000001338,-1.246875
-0.7740000000001339,-1.246875
-0.773000000000134,-1.246875
-0.7720000000001341,-1.246875
-0.7710000000001342,-1.246875
-0.7700000000001344,-1.246875
-0.7690000000001345,-1.246875
-0.7680000000001346,-1.246875
-0.7670000000001347,-1.246875
-0.7660000000001348,-1.246875
-0.7650000000001349,-1.246875
-0.764000000000135,-1.246875
-0.7630000000001351,-1.246875
-0.7620000000001352,-1.246875
-0.7610000000001353,-1.2640625
-0.7600000000001355,-1.2640625
-0.7590000000001356,-1.2640625
-0.7580000000001357,-1.2640625
-0.7570000000001358,-1.2640625
-0.7560000000001359,-1.2640625
-0.755000000000136,-1.28125
-0.7540000000001361,-1.28125
-0.7530000000001362,-1.28125
-0.7520000000001363,-1.28125
-0.7510000000001364,-1.28125
-0.7500000000001366,-1.28125
-0.7490000000001367,-1.28125
-0.7480000000001368,-1.28125
-0.7470000000001369,-1.28125
-0.746000000000137,-1.28125
-0.7450000000001371,-1.28125
-0.7440000000001372,-1.28125
-0.7430000000001373,-1.28125
-0.7420000000001374,-1.28125
