-294.4 | 38 | 104 | 0 | 0
-296.6 | 37 | 106 | 0 | 1
-296.6 | 37 | 106 | 0 | 2
-298.8 | 36 | 108 | 0 | 3
-301 | 35 | 110 | 0 | 4
-301 | 35 | 110 | 0 | 5
-301 | 35 | 110 | 0 | 6
-301 | 35 | 110 | 0 | 7
-301 | 35 | 110 | 0 | 8
-301 | 35 | 110 | 0 | 9
-301 | 35 | 110 | 0 | 10
-303.2 | 34 | 112 | 0 | 11
-309.8 | 31 | 118 | 0 | 12
-309.8 | 31 | 118 | 0 | 13
-309.8 | 31 | 118 | 0 | 14
-309.8 | 31 | 118 | 0 | 15
-309.8 | 31 | 118 | 0 | 16
-309.8 | 31 | 118 | 0 | 17
-307.6 | 32 | 116 | 0 | 18
-305.4 | 33 | 114 | 0 | 19
-307.6 | 32 | 116 | 0 | 20
-307.6 | 32 | 116 | 0 | 21
-307.6 | 32 | 116 | 0 | 22
-309.8 | 31 | 118 | 0 | 23
-314.2 | 29 | 122 | 0 | 24
-314.2 | 29 | 122 | 0 | 25
-314.2 | 29 | 122 | 0 | 26
-314.2 | 29 | 122 | 0 | 27
-314.2 | 29 | 122 | 0 | 28
-314.2 | 29 | 122 | 0 | 29
-314.2 | 29 | 122 | 0 | 30
-314.2 | 29 | 122 | 0 | 31
-314.2 | 29 | 122 | 0 | 32
-314.2 | 29 | 122 | 0 | 33
-314.2 | 29 | 122 | 0 | 34
-314.2 | 29 | 122 | 0 | 35
-314.2 | 29 | 122 | 0 | 36
-314.2 | 29 | 122 | 0 | 37
-314.2 | 29 | 122 | 0 | 38
-314.2 | 29 | 122 | 0 | 39
-314.2 | 29 | 122 | 0 | 40
-312 | 30 | 120 | 0 | 41
-312 | 30 | 120 | 0 | 42
-312 | 30 | 120 | 0 | 43
-314.2 | 29 | 122 | 0 | 44
-314.2 | 29 | 122 | 0 | 45
-314.2 | 29 | 122 | 0 | 46
-314.2 | 29 | 122 | 0 | 47
-314.2 | 29 | 122 | 0 | 48
-314.2 | 29 | 122 | 0 | 49
-314.2 | 29 | 122 | 0 | 50
-314.2 | 29 | 122 | 0 | 51
-314.2 | 29 | 122 | 0 | 52
-314.2 | 29 | 122 | 0 | 53
-314.2 | 29 | 122 | 0 | 54
-314.2 | 29 | 122 | 0 | 55
-314.2 | 29 | 122 | 0 | 56
-314.2 | 29 | 122 | 0 | 57
-314.2 | 29 | 122 | 0 | 58
-314.2 | 29 | 122 | 0 | 59
-314.2 | 29 | 122 | 0 | 60
-314.2 | 29 | 122 | 0 | 61
-314.2 | 29 | 122 | 0 | 62
-314.2 | 29 | 122 | 0 | 63
-314.2 | 29 | 122 | 0 | 64
-314.2 | 29 | 122 | 0 | 65
-314.2 | 29 | 122 | 0 | 66
-314.2 | 29 | 122 | 0 | 67
-314.2 | 29 | 122 | 0 | 68
-314.2 | 29 | 122 | 0 | 69
-314.2 | 29 | 122 | 0 | 70
-314.2 | 29 | 122 | 0 | 71
-314.2 | 29 | 122 | 0 | 72
-314.2 | 29 | 122 | 0 | 73
-314.2 | 29 | 122 | 0 | 74
-314.2 | 29 | 122 | 0 | 75
-314.2 | 29 | 122 | 0 | 76
-314.2 | 29 | 122 | 0 | 77
-314.2 | 29 | 122 | 0 | 78
-314.2 | 29 | 122 | 0 | 79
-314.2 | 29 | 122 | 0 | 80
-314.2 | 29 | 122 | 0 | 81
-314.2 | 29 | 122 | 0 | 82
-314.2 | 29 | 122 | 0 | 83
-314.2 | 29 | 122 | 0 | 84
-314.2 | 29 | 122 | 0 | 85
-314.2 | 29 | 122 | 0 | 86
-314.2 | 29 | 122 | 0 | 87
-314.2 | 29 | 122 | 0 | 88
-314.2 | 29 | 122 | 0 | 89
-314.2 | 29 | 122 | 0 | 90
-314.2 | 29 | 122 | 0 | 91
-314.2 | 29 | 122 | 0 | 92
-314.2 | 29 | 122 | 0 | 93
-314.2 | 29 | 122 | 0 | 94
-314.2 | 29 | 122 | 0 | 95
-314.2 | 29 | 122 | 0 | 96
-314.2 | 29 | 122 | 0 | 97
-314.2 | 29 | 122 | 0 | 98
-314.2 | 29 | 122 | 0 | 99
-314.2 | 29 | 122 | 0 | 100
-314.2 | 29 | 122 | 0 | 101
-314.2 | 29 | 122 | 0 | 102
-314.2 | 29 | 122 | 0 | 103
-314.2 | 29 | 122 | 0 | 104
-314.2 | 29 | 122 | 0 | 105
-314.2 | 29 | 122 | 0 | 106
-314.2 | 29 | 122 | 0 | 107
-314.2 | 29 | 122 | 0 | 108
-314.2 | 29 | 122 | 0 | 109
-314.2 | 29 | 122 | 0 | 110
-314.2 | 29 | 122 | 0 | 111
-314.2 | 29 | 122 | 0 | 112
-314.2 | 29 | 122 | 0 | 113
-314.2 | 29 | 122 | 0 | 114
-314.2 | 29 | 122 | 0 | 115
-314.2 | 29 | 122 | 0 | 116
-314.2 | 29 | 122 | 0 | 117
-314.2 | 29 | 122 | 0 | 118
