0.8152348551678208, 2.557185713151699e-13, 0.1847651448319235 ... 0.14398484246038598, 0.3125221651201777, 0.5434929924194363
0.82857230465096, 2.557185713151699e-13, 0.1714276953487843 ... 0.14247378394091345, 0.32215038880173913, 0.5353758272573474
0.7998446067997655, 2.981939764507834e-13, 0.20015539319993625 ... 0.1458912496836471, 0.30183414948043863, 0.5522746008359143
0.8424545336595062, 2.981939764507834e-13, 0.15754546634019562 ... 0.14106448226812174, 0.33259333679315195, 0.5263421809387263
0.7909921057139907, 3.477246378087183e-13, 0.20900789428566158 ... 0.1470578263673112, 0.2958658208539365, 0.5570763527787523
0.8497966418920367, 3.477246378087183e-13, 0.15020335810761554 ... 0.1403975234004332, 0.3383146149268344, 0.5212878616727323
0.7839132310761968, 4.054824486341036e-13, 0.2160867689233977 ... 0.14802442199574647, 0.2911779116987349, 0.5607976663055185
0.8553627258194568, 4.054824486341036e-13, 0.1446372741801377 ... 0.13993308263415874, 0.34275346849862043, 0.5173134488672209
0.7777804409128761, 4.72833956162618e-13, 0.22221955908665103 ... 0.14888483906370273, 0.2871729959611939, 0.5639421649751033
0.8599803014842198, 4.72833956162618e-13, 0.14001969851530738 ... 0.13957738334007994, 0.3465072998963488, 0.5139153167635713
0.7722593135102889, 5.513726940672987e-13, 0.22774068648915977 ... 0.1496769983041602, 0.2836096403292002, 0.5667133613666396
0.8639837650266367, 5.513726940672987e-13, 0.13601623497281198 ... 0.13929253070694536, 0.3498175190127498, 0.5108899502803048
0.7671749519544272, 6.429568853944039e-13, 0.23282504804492984 ... 0.15042074114651877, 0.28036157683132745, 0.5692176820221537
0.8675479867011774, 6.429568853944039e-13, 0.13245201329817965 ... 0.13905870982813434, 0.3528103695227774, 0.5081309206490883
0.762422263182039, 7.49753408038046e-13, 0.23757773681721125 ... 0.15112799722615747, 0.2773529313852815, 0.5715190713885611
0.8707780336200138, 7.49753408038046e-13, 0.1292219663792364 ... 0.13886401772371873, 0.3555617016883789, 0.5055742805879024
0.757932254398239, 8.742890629747855e-13, 0.24206774560088673 ... 0.15180660431643203, 0.27453389222992436, 0.5736595034536436
0.8737428694904639, 8.742890629747855e-13, 0.12625713050866183 ... 0.13870064410607957, 0.35812130098782596, 0.5031780549060945
0.7536567465674278, 1.0195103582624104e-12, 0.24634325343155272 ... 0.15246204085623816, 0.271869674083253, 0.5756682850605088
0.8764906481148034, 1.0195103582624104e-12, 0.12350935188417712 ... 0.1385631385054771, 0.36052392900035884, 0.5009129324941641
0.7495605210127803, 1.188853223289516e-12, 0.2504394789860309 ... 0.1530983161313131, 0.26933484846780353, 0.5775668354008834
0.8790565584358392, 1.188853223289516e-12, 0.12094344156297196 ... 0.13844751927823895, 0.36279498762979584, 0.4987574930919652
0.7456169082380983, 1.3863243027120788e-12, 0.2543830917605153 ... 0.1537184703494437, 0.26691015906772186, 0.5793713705828345
0.8814672417115407, 1.3863243027120788e-12, 0.118532758287073 ... 0.13835077518390781, 0.3649537071296096, 0.49669551768648257
0.7418051372602499, 1.6165957534878137e-12, 0.2581948627381335 ... 0.15432487510817175, 0.26458060809058115, 0.5810945168012471
0.8837434396764897, 1.6165957534878137e-12, 0.11625656032189369 ... 0.13827056365263496, 0.36701505861347017, 0.49471437773389493
0.7381086559602246, 1.8851157879020364e-12, 0.26189134403789033 ... 0.15491942384688998, 0.2623342436277502, 0.5827463325253599
0.8859016749652491, 1.8851157879020364e-12, 0.11409832503286581 ... 0.13820502106314989, 0.3689909669041217, 0.4928040120327284
0.7345140203604081, 2.19823757802808e-12, 0.2654859796373936 ... 0.15550365776846017, 0.26016135775816374, 0.5843349844733761
0.8879553611428923, 2.19823757802808e-12, 0.11204463885490945 ... 0.13815263614675075, 0.3708911122311464, 0.4909562516221028
0.7310101334663237, 2.563369571495984e-12, 0.2689898665311129 ... 0.15607885217349485, 0.25805393701486923, 0.585867210811636
0.8899155646072198, 2.563369571495984e-12, 0.11008443539021687 ... 0.13811216427771697, 0.37272348003153616, 0.48916435569074684
0.7275877082001121, 2.9891507750339912e-12, 0.27241229179689874 ... 0.156646077351855, 0.2560052746393873, 0.5873486480087577
0.8917915410490571, 2.9891507750339912e-12, 0.10820845894795374 ... 0.1380825663509461, 0.3744947483585179, 0.487422685290536
