,i1,i2,dmu,mu_a1,mu_b1,mu_c1,phi_a1,phi_b1,phi_c1,mu_a2,mu_b2,mu_c2,phi_a2,phi_b2,phi_c2
83295,83295,53683,0.0916457917508024,0.0270999707957824,-97.40491994645085,-2.921728378109264,0.1796440602294807,0.4174068042541877,0.4029491355163316,-0.0559405729457299,-97.36757590112416,-2.911305253847098,0.9455953177257526,7.570320560764665e-09,0.0544046747039268
83296,83296,54283,0.0913582769123277,0.030556407672555,-97.07911426799836,-2.933853577475255,0.1815858434928446,0.4174068042541877,0.4010073522529677,-0.0559405689734236,-97.06024142832976,-2.9113053244533846,0.9455953177257526,1.0294078218681242e-08,0.0544046719801692
83297,83297,54883,0.0963072425531434,0.0338984876520558,-96.75330858954588,-2.946002224631908,0.1835276267562085,0.4174068042541877,0.3990655689896037,-0.0559405635719047,-96.7529065648433,-2.911305420463409,0.9455953177257526,1.3997828166159441e-08,0.0544046682764192
83298,83298,53684,0.0934812994570406,0.0371286179354533,-96.42750291109336,-2.9581745483227806,0.1854694100195724,0.4174068042541877,0.3971237857262398,-0.0524169563763593,-96.40629162746492,-2.974619149752355,0.9489331103678932,7.570320560764665e-09,0.0510668820617863
83299,83299,54284,0.0928038804078308,0.0402491305078596,-96.1016972326409,-2.9703707806550903,0.1874111932829363,0.4174068042541877,0.3951820024628759,-0.0524169524858751,-96.09895715728884,-2.9746192237127573,0.9489331103678932,1.0294078218681242e-08,0.0510668793380287
83300,83300,54884,0.0972909138600733,0.0432622852396855,-95.7758915541884,-2.982591157165983,0.1893529765463003,0.4174068042541877,0.393240219199512,-0.0524169471956173,-95.79162229736272,-2.974619324283691,0.9489331103678932,1.3997828166159441e-08,0.0510668756342787
83368,83368,79729,0.0999992544945273,0.0762836474795473,-73.62110541941915,-3.887763712152127,0.3213942384550469,0.4174068042541877,0.2611989572907653,-0.0204178031446217,-73.62981280859492,-3.9116982420281103,0.973438070629687,0.0056485217806265,0.0209134075896864
83507,83507,72290,0.0837702134799731,-0.1127477979929962,-81.06809773958328,-3.456771724040212,0.1343724418473095,0.4867389729186466,0.3788885852340438,-0.0314024648638764,-81.07051916386719,-3.4766343056707574,0.9689598662207358,0.0001039401370604,0.0309361936422037
83509,83509,73190,0.0749348404852414,-0.1025970339933382,-80.56258480552617,-3.480819569472726,0.1377922480485226,0.4867389729186466,0.3754687790328307,-0.0313266515980456,-80.58566559595276,-3.47907600270854,0.9689598662207358,0.0001648136115803,0.0308753201676837
83510,83510,73790,0.0868805047831183,-0.0977546026443973,-80.30982833849762,-3.492874507742056,0.1395021511491291,0.4867389729186466,0.3737588759322241,-0.0312528704979191,-80.25509797058575,-3.481458354225281,0.9689598662207358,0.0002241125980721,0.030816021181192
83511,83511,74090,0.0720864424237678,-0.0930624210656572,-80.05707187146908,-3.504950375784216,0.1412120542497357,0.4867389729186466,0.3720489728316176,-0.0312065895401633,-80.08684688057716,-3.4829558282730995,0.9689598662207358,0.0002613381830194,0.0307787955962446
83512,83512,74690,0.089527533918814,-0.0885168723445863,-79.80431540444056,-3.517047366425976,0.1429219573503422,0.4867389729186466,0.3703390697310111,-0.0310898120514366,-79.7426787684532,-3.4867449378131794,0.9689598662207358,0.0003553661533797,0.0306847676258844
