This file contains energy of the Grid at certain points in the simulation.
Energy | Step_Number
-2969 | 0
-2963 | 100
-2959 | 200
-2959 | 300
-2959 | 400
-2963 | 500
-2965 | 600
-2959 | 700
-2961 | 800
-2965 | 900
-2959 | 1000
-2963 | 1100
-2961 | 1200
-2963 | 1300
-2963 | 1400
-2959 | 1500
-2961 | 1600
-2965 | 1700
-2963 | 1800
-2959 | 1900
-2963 | 2000
-2963 | 2100
-2959 | 2200
-2961 | 2300
-2959 | 2400
-2961 | 2500
-2959 | 2600
-2959 | 2700
-2963 | 2800
-2959 | 2900
-2959 | 3000
-2959 | 3100
-2959 | 3200
-2963 | 3300
-2963 | 3400
-2959 | 3500
-2961 | 3600
-2963 | 3700
-2963 | 3800
-2961 | 3900
-2965 | 4000
-2961 | 4100
-2959 | 4200
-2963 | 4300
-2965 | 4400
-2961 | 4500
-2961 | 4600
-2961 | 4700
-2959 | 4800
-2963 | 4900
-2963 | 5000
-2961 | 5100
-2959 | 5200
-2963 | 5300
-2961 | 5400
-2959 | 5500
-2959 | 5600
-2959 | 5700
-2959 | 5800
-2961 | 5900
-2961 | 6000
-2959 | 6100
-2961 | 6200
-2961 | 6300
-2965 | 6400
-2961 | 6500
-2963 | 6600
-2961 | 6700
-2961 | 6800
-2959 | 6900
-2961 | 7000
-2961 | 7100
-2961 | 7200
-2959 | 7300
-2965 | 7400
-2965 | 7500
-2959 | 7600
-2959 | 7700
-2963 | 7800
-2961 | 7900
-2961 | 8000
-2963 | 8100
-2959 | 8200
-2965 | 8300
-2965 | 8400
-2961 | 8500
-2965 | 8600
-2963 | 8700
-2959 | 8800
-2961 | 8900
-2961 | 9000
-2965 | 9100
-2961 | 9200
-2959 | 9300
-2963 | 9400
-2961 | 9500
-2961 | 9600
-2959 | 9700
-2959 | 9800
-2963 | 9900
-2961 | 10000
-2961 | 10100
-2959 | 10200
-2959 | 10300
-2965 | 10400
-2963 | 10500
-2965 | 10600
-2961 | 10700
-2969 | 10800
-2961 | 10900
-2959 | 11000
-2959 | 11100
-2965 | 11200
-2963 | 11300
-2959 | 11400
-2963 | 11500
-2965 | 11600
-2961 | 11700
-2963 | 11800
-2961 | 11900
-2961 | 12000
-2959 | 12100
-2963 | 12200
-2959 | 12300
-2959 | 12400
-2961 | 12500
-2959 | 12600
-2959 | 12700
-2959 | 12800
-2963 | 12900
-2963 | 13000
-2961 | 13100
-2963 | 13200
-2961 | 13300
-2961 | 13400
-2959 | 13500
-2959 | 13600
-2959 | 13700
-2961 | 13800
-2961 | 13900
-2963 | 14000
-2963 | 14100
-2963 | 14200
-2959 | 14300
-2959 | 14400
-2961 | 14500
-2961 | 14600
-2959 | 14700
-2959 | 14800
-2961 | 14900
-2965 | 15000
-2961 | 15100
-2963 | 15200
-2961 | 15300
-2961 | 15400
-2961 | 15500
-2959 | 15600
-2959 | 15700
-2961 | 15800
-2959 | 15900
-2961 | 16000
-2959 | 16100
-2959 | 16200
-2963 | 16300
-2965 | 16400
-2961 | 16500
-2963 | 16600
-2961 | 16700
-2959 | 16800
-2961 | 16900
-2963 | 17000
-2959 | 17100
-2965 | 17200
-2961 | 17300
-2959 | 17400
-2961 | 17500
