-15 | 15 | 15 | 0 | 178 | 178 | 0 | 0
-15 | 15 | 15 | 0 | 178 | 178 | 0 | 1
-15 | 15 | 15 | 0 | 178 | 178 | 0 | 2
-15 | 15 | 15 | 0 | 178 | 178 | 0 | 3
-15 | 15 | 15 | 0 | 178 | 178 | 0 | 4
-15 | 15 | 15 | 0 | 178 | 178 | 0 | 5
-15 | 15 | 15 | 0 | 178 | 178 | 0 | 6
-15 | 15 | 15 | 0 | 178 | 178 | 0 | 7
-15 | 15 | 15 | 0 | 178 | 178 | 0 | 8
-15 | 15 | 15 | 0 | 178 | 178 | 0 | 9
-15 | 15 | 15 | 0 | 178 | 178 | 0 | 10
-15 | 15 | 15 | 0 | 178 | 178 | 0 | 11
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 12
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 13
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 14
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 15
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 16
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 17
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 18
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 19
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 20
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 21
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 22
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 23
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 24
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 25
-16 | 16 | 16 | 0 | 176 | 176 | 0 | 26
-18 | 18 | 18 | 0 | 172 | 172 | 0 | 27
-18 | 18 | 18 | 0 | 172 | 172 | 0 | 28
-18 | 18 | 18 | 0 | 172 | 172 | 0 | 29
-18 | 18 | 18 | 0 | 172 | 172 | 0 | 30
-18 | 18 | 18 | 0 | 172 | 172 | 0 | 31
-18 | 18 | 18 | 0 | 172 | 172 | 0 | 32
-18 | 18 | 18 | 0 | 172 | 172 | 0 | 33
-18 | 18 | 18 | 0 | 172 | 172 | 0 | 34
-18 | 18 | 18 | 0 | 172 | 172 | 0 | 35
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 36
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 37
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 38
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 39
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 40
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 41
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 42
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 43
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 44
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 45
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 46
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 47
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 48
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 49
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 50
-21 | 21 | 21 | 0 | 166 | 166 | 0 | 51
