This file contains energy of the Grid at certain points in the simulation.
Energy | Step_Number
-2969 | 0
-2965 | 100
-2961 | 200
-2969 | 300
-2959 | 400
-2963 | 500
-2963 | 600
-2965 | 700
-2969 | 800
-2963 | 900
-2963 | 1000
-2961 | 1100
-2963 | 1200
-2963 | 1300
-2959 | 1400
-2959 | 1500
-2961 | 1600
-2961 | 1700
-2963 | 1800
-2959 | 1900
-2963 | 2000
-2961 | 2100
-2959 | 2200
-2961 | 2300
-2965 | 2400
-2961 | 2500
-2959 | 2600
-2965 | 2700
-2965 | 2800
-2959 | 2900
-2959 | 3000
-2963 | 3100
-2959 | 3200
-2961 | 3300
-2965 | 3400
-2963 | 3500
-2965 | 3600
-2963 | 3700
-2961 | 3800
-2965 | 3900
-2965 | 4000
-2963 | 4100
-2963 | 4200
-2959 | 4300
-2963 | 4400
-2965 | 4500
-2961 | 4600
-2961 | 4700
-2965 | 4800
-2961 | 4900
-2959 | 5000
-2961 | 5100
-2961 | 5200
-2965 | 5300
-2963 | 5400
-2965 | 5500
-2965 | 5600
-2959 | 5700
-2963 | 5800
-2963 | 5900
-2961 | 6000
-2963 | 6100
-2959 | 6200
-2965 | 6300
-2969 | 6400
-2961 | 6500
-2965 | 6600
-2965 | 6700
-2961 | 6800
-2963 | 6900
-2965 | 7000
-2963 | 7100
-2961 | 7200
-2965 | 7300
-2961 | 7400
-2961 | 7500
-2969 | 7600
-2963 | 7700
-2961 | 7800
-2961 | 7900
-2965 | 8000
-2963 | 8100
-2963 | 8200
-2965 | 8300
-2959 | 8400
-2963 | 8500
-2959 | 8600
-2961 | 8700
-2965 | 8800
-2969 | 8900
-2959 | 9000
-2969 | 9100
-2961 | 9200
-2963 | 9300
-2963 | 9400
-2963 | 9500
-2965 | 9600
-2963 | 9700
-2961 | 9800
-2961 | 9900
-2963 | 10000
-2963 | 10100
-2963 | 10200
-2965 | 10300
-2961 | 10400
-2963 | 10500
-2965 | 10600
-2965 | 10700
-2965 | 10800
-2961 | 10900
-2963 | 11000
-2965 | 11100
-2959 | 11200
-2963 | 11300
-2963 | 11400
-2963 | 11500
-2963 | 11600
-2965 | 11700
-2965 | 11800
-2965 | 11900
-2963 | 12000
-2961 | 12100
-2965 | 12200
-2963 | 12300
-2965 | 12400
-2965 | 12500
-2963 | 12600
-2969 | 12700
-2965 | 12800
-2965 | 12900
-2961 | 13000
-2969 | 13100
-2965 | 13200
-2965 | 13300
-2961 | 13400
-2965 | 13500
-2965 | 13600
-2961 | 13700
-2965 | 13800
-2969 | 13900
-2965 | 14000
-2959 | 14100
-2965 | 14200
-2961 | 14300
-2963 | 14400
-2959 | 14500
-2963 | 14600
-2963 | 14700
-2965 | 14800
-2965 | 14900
-2961 | 15000
-2965 | 15100
-2961 | 15200
-2965 | 15300
-2963 | 15400
-2969 | 15500
-2965 | 15600
-2965 | 15700
-2961 | 15800
-2963 | 15900
-2965 | 16000
-2959 | 16100
-2961 | 16200
-2963 | 16300
-2961 | 16400
-2959 | 16500
-2961 | 16600
-2965 | 16700
-2961 | 16800
-2963 | 16900
-2965 | 17000
-2965 | 17100
-2963 | 17200
-2963 | 17300
-2965 | 17400
-2963 | 17500
-2969 | 17600
-2965 | 17700
-2961 | 17800
-2963 | 17900
-2965 | 18000
-2961 | 18100
-2963 | 18200
-2961 | 18300
-2959 | 18400
-2961 | 18500
-2963 | 18600
-2959 | 18700
-2963 | 18800
-2961 | 18900
-2963 | 19000
-2965 | 19100
-2965 | 19200
-2969 | 19300
-2965 | 19400
-2965 | 19500
-2965 | 19600
-2963 | 19700
-2969 | 19800
-2961 | 19900
-2961 | 20000
-2963 | 20100
-2961 | 20200
-2961 | 20300
-2961 | 20400
-2963 | 20500
-2965 | 20600
-2963 | 20700
-2963 | 20800
-2959 | 20900
-2965 | 21000
-2965 | 21100
-2959 | 21200
-2959 | 21300
-2961 | 21400
-2963 | 21500
-2959 | 21600
-2963 | 21700
-2965 | 21800
-2965 | 21900
-2965 | 22000
-2961 | 22100
-2965 | 22200
-2963 | 22300
-2963 | 22400
-2963 | 22500
-2961 | 22600
-2965 | 22700
-2963 | 22800
-2965 | 22900
-2963 | 23000
-2969 | 23100
-2965 | 23200
-2965 | 23300
-2963 | 23400
-2963 | 23500
-2965 | 23600
-2965 | 23700
-2963 | 23800
-2961 | 23900
-2959 | 24000
-2969 | 24100
-2961 | 24200
-2963 | 24300
-2965 | 24400
-2963 | 24500
-2969 | 24600
-2959 | 24700
-2961 | 24800
-2961 | 24900
-2959 | 25000
-2959 | 25100
-2963 | 25200
-2959 | 25300
-2965 | 25400
-2965 | 25500
-2965 | 25600
-2965 | 25700
-2959 | 25800
-2961 | 25900
-2961 | 26000
-2963 | 26100
-2961 | 26200
-2961 | 26300
-2963 | 26400
-2963 | 26500
-2961 | 26600
-2961 | 26700
-2965 | 26800
-2961 | 26900
-2965 | 27000
-2965 | 27100
-2959 | 27200
-2965 | 27300
-2965 | 27400
-2961 | 27500
-2963 | 27600
-2961 | 27700
-2969 | 27800
-2961 | 27900
-2963 | 28000
-2961 | 28100
-2959 | 28200
-2963 | 28300
-2963 | 28400
-2959 | 28500
-2959 | 28600
-2961 | 28700
-2969 | 28800
-2959 | 28900
-2965 | 29000
-2961 | 29100
-2965 | 29200
-2963 | 29300
-2965 | 29400
-2959 | 29500
-2963 | 29600
-2959 | 29700
-2961 | 29800
-2965 | 29900
-2963 | 30000
-2965 | 30100
-2963 | 30200
-2959 | 30300
-2959 | 30400
-2963 | 30500
-2961 | 30600
-2961 | 30700
-2959 | 30800
-2961 | 30900
-2961 | 31000
-2963 | 31100
-2963 | 31200
-2969 | 31300
-2963 | 31400
-2959 | 31500
-2963 | 31600
-2961 | 31700
-2961 | 31800
-2963 | 31900
-2965 | 32000
-2959 | 32100
-2965 | 32200
-2963 | 32300
-2965 | 32400
-2965 | 32500
-2961 | 32600
-2965 | 32700
-2963 | 32800
-2965 | 32900
-2961 | 33000
-2963 | 33100
-2963 | 33200
-2965 | 33300
-2965 | 33400
-2965 | 33500
