% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=832244, Sat Feb 24 11:10:46 2024, <python>{}</python>
1 10 0.008958456485213914 1.0000450010125153 0.0237807565220344 2.3780756522034398e-02 0.45618718354171206 36.96867261479081   
3 30 0.009005574335323153 1.2918123420661978 0.017979136330387255 2.2897493301038584e-02 0.0962265091952211 71.0099373391574   
2 20 0.008911261810039263 1.1075359178048685 0.012464223926259314 1.2464223926259314e-02 0.9691958762448143 69.6276530375386   
4 40 0.008431332885966376 1.3532333212115177 0.012734309497164097 1.2734309497164097e-02 0.035306887231976655 31.99387903648321   
5 50 0.008439409702007485 1.446041945646294 0.012166494417395769 1.2166494417395769e-02 0.14879762649723735 7.690501334384026   
3 30 0.008195079044324736 1.2345483672721933 0.012464223926259314 1.6369158952574115e-02 0.4383803862892145 17.322583815766006   
6 60 0.008605992378458818 1.5911701003201941 0.012166494417395769 1.7195492330207271e-02 0.04216730190434735 1.7421309292944234   
7 70 0.008320989700325783 1.7152055894805636 0.012166494417395769 2.1248500243037632e-02 0.26933795162295593 100000000.0   
4 40 0.0074539441989312895 1.3057366574589 0.012464223926259314 1.7743389637910993e-02 0.26262256317317983 3.323093514972392   
8 80 0.008342961199107768 1.871995636660303 0.012166494417395769 1.5652497605575234e-02 0.08948124512278455 16.559452141890784   
9 90 0.008857403193215136 1.9826022099144607 0.012166494417395769 1.7224576515993781e-02 0.03467772299040575 8.661416425831499   
5 50 0.007122030577061334 1.3638118463780378 0.012464223926259314 5.1112212235324035e-02 0.894645745719129 2.436388591061193   
10 100 0.008588789206466965 1.9848333491770824 0.012166494417395769 1.4148285583328651e-02 0.0239836019111178 2.779394793398352   
11 110 0.008908474583263954 2.0420542795325227 0.012166494417395769 1.9318858776448972e-02 0.1239054981709561 21.114111529559644   
6 60 0.006495254270289915 1.396409146297098 0.011035619625399933 1.1035619625399933e-02 0.06683146538196044 1.0279617896983901   
12 120 0.009059991245565146 2.2667699736345157 0.012166494417395769 1.2738678681479300e-02 0.04916219679144696 57.311574812284164   
13 130 0.009025501042464409 2.367331761104939 0.012166494417395769 1.7618905737196228e-02 0.050965599050630944 8.325954593508397   
7 70 0.006178511221411365 1.4783044664551552 0.011035619625399933 1.4011218943300929e-02 0.03393385907593388 2.026737740316858   
14 140 0.00882826224215555 2.489662312516367 0.012166494417395769 2.2758864542579110e-02 0.1035385772969395 1.1855302407005746   
15 150 0.009132893695892168 2.531340366667226 0.012166494417395769 1.7772528658525716e-02 0.3104413123109999 2.0277351368706324   
8 80 0.00600107783364506 1.5928928889114082 0.011035619625399933 1.1421688838731986e-02 0.020273657967392587 0.1813913023003709   
16 160 0.008868978865713379 2.786394645857454 0.012166494417395769 2.2573249640432485e-02 0.0541866275978122 2.4670676088342693   
17 170 0.008472102494069905 2.950046676504191 0.012166494417395769 2.1588664581232226e-02 0.061896974529478774 1.4295754143955595   
9 90 0.006014852885328776 1.597290988457611 0.010763476161401329 1.0763476161401329e-02 0.03483345978568616 0.7152005729881127   
18 180 0.00796761286893731 3.0506475206847825 0.012166494417395769 1.5193564975188584e-02 0.04907150809713536 0.16994611218230316   
19 190 0.007296385428321478 3.147480935237407 0.012166494417395769 1.4281566373888261e-02 0.02263669189039553 7.116419072896443   
10 100 0.005904858978429737 1.6483048280555868 0.010763476161401329 1.0943452780940569e-02 0.022288921282165808 5.00698733325529   
20 200 0.00686336987865738 3.2720752391571493 0.012166494417395769 1.4660536164361660e-02 0.03604500938768199 8.537542684702574   
