This file contains energy of the Grid at certain points in the simulation.
Energy | Step_Number
-2969 | 0
-2969 | 100
-2969 | 200
-2969 | 300
-2969 | 400
-2965 | 500
-2965 | 600
-2969 | 700
-2965 | 800
-2965 | 900
-2965 | 1000
-2965 | 1100
-2965 | 1200
-2965 | 1300
-2965 | 1400
-2965 | 1500
-2965 | 1600
-2965 | 1700
-2963 | 1800
-2965 | 1900
-2963 | 2000
-2965 | 2100
-2965 | 2200
-2963 | 2300
-2965 | 2400
-2969 | 2500
-2969 | 2600
-2969 | 2700
-2969 | 2800
-2969 | 2900
-2969 | 3000
-2969 | 3100
-2969 | 3200
-2969 | 3300
-2969 | 3400
-2965 | 3500
-2965 | 3600
-2965 | 3700
-2965 | 3800
-2965 | 3900
-2965 | 4000
-2961 | 4100
-2969 | 4200
-2965 | 4300
-2965 | 4400
-2963 | 4500
-2969 | 4600
-2969 | 4700
-2969 | 4800
-2969 | 4900
-2969 | 5000
-2969 | 5100
-2961 | 5200
-2965 | 5300
-2969 | 5400
-2969 | 5500
-2965 | 5600
-2965 | 5700
-2963 | 5800
-2969 | 5900
-2969 | 6000
-2969 | 6100
-2969 | 6200
-2969 | 6300
-2969 | 6400
-2969 | 6500
-2965 | 6600
-2963 | 6700
-2969 | 6800
-2969 | 6900
-2969 | 7000
-2969 | 7100
-2969 | 7200
-2961 | 7300
-2965 | 7400
-2965 | 7500
-2965 | 7600
-2969 | 7700
-2969 | 7800
-2969 | 7900
-2965 | 8000
-2965 | 8100
-2965 | 8200
-2969 | 8300
-2969 | 8400
-2969 | 8500
-2969 | 8600
-2969 | 8700
-2969 | 8800
-2965 | 8900
-2969 | 9000
-2965 | 9100
-2963 | 9200
-2965 | 9300
-2965 | 9400
-2965 | 9500
-2965 | 9600
-2965 | 9700
-2963 | 9800
-2965 | 9900
-2961 | 10000
-2969 | 10100
-2969 | 10200
-2969 | 10300
-2969 | 10400
-2969 | 10500
-2965 | 10600
-2963 | 10700
-2969 | 10800
-2965 | 10900
-2961 | 11000
-2963 | 11100
-2965 | 11200
-2969 | 11300
-2965 | 11400
-2969 | 11500
-2969 | 11600
-2969 | 11700
-2969 | 11800
-2965 | 11900
-2963 | 12000
-2965 | 12100
-2965 | 12200
-2965 | 12300
-2965 | 12400
-2969 | 12500
-2969 | 12600
-2969 | 12700
-2969 | 12800
-2969 | 12900
-2963 | 13000
-2961 | 13100
-2965 | 13200
-2963 | 13300
-2965 | 13400
-2969 | 13500
-2965 | 13600
-2965 | 13700
-2965 | 13800
-2963 | 13900
-2965 | 14000
-2963 | 14100
-2963 | 14200
-2963 | 14300
-2963 | 14400
-2965 | 14500
-2965 | 14600
-2963 | 14700
-2965 | 14800
-2961 | 14900
-2965 | 15000
-2965 | 15100
-2969 | 15200
-2969 | 15300
-2965 | 15400
-2969 | 15500
-2965 | 15600
-2969 | 15700
-2965 | 15800
-2965 | 15900
-2965 | 16000
-2969 | 16100
-2969 | 16200
-2969 | 16300
-2969 | 16400
-2969 | 16500
-2969 | 16600
-2969 | 16700
-2965 | 16800
-2969 | 16900
-2965 | 17000
-2961 | 17100
-2963 | 17200
-2963 | 17300
-2965 | 17400
-2963 | 17500
-2965 | 17600
-2969 | 17700
-2969 | 17800
-2965 | 17900
-2965 | 18000
-2969 | 18100
-2969 | 18200
-2969 | 18300
-2969 | 18400
-2969 | 18500
-2963 | 18600
-2963 | 18700
-2969 | 18800
-2969 | 18900
-2969 | 19000
-2965 | 19100
-2963 | 19200
-2965 | 19300
-2963 | 19400
-2969 | 19500
-2963 | 19600
-2965 | 19700
-2963 | 19800
-2965 | 19900
-2965 | 20000
-2969 | 20100
-2965 | 20200
-2961 | 20300
-2965 | 20400
-2965 | 20500
-2969 | 20600
-2965 | 20700
-2965 | 20800
-2965 | 20900
-2965 | 21000
-2969 | 21100
-2969 | 21200
-2969 | 21300
-2965 | 21400
-2965 | 21500
-2965 | 21600
-2961 | 21700
-2965 | 21800
-2965 | 21900
-2969 | 22000
-2969 | 22100
