This file contains energy of the Grid at certain points in the simulation.
Energy | Step_Number
-2969 | 0
-2965 | 100
-2963 | 200
-2965 | 300
-2965 | 400
-2961 | 500
-2959 | 600
-2965 | 700
-2961 | 800
-2969 | 900
-2959 | 1000
-2963 | 1100
-2959 | 1200
-2959 | 1300
-2961 | 1400
-2965 | 1500
-2965 | 1600
-2959 | 1700
-2959 | 1800
-2961 | 1900
-2963 | 2000
-2959 | 2100
-2961 | 2200
-2969 | 2300
-2963 | 2400
-2959 | 2500
-2965 | 2600
-2959 | 2700
-2959 | 2800
-2959 | 2900
-2963 | 3000
-2963 | 3100
-2963 | 3200
-2963 | 3300
-2959 | 3400
-2963 | 3500
-2961 | 3600
-2965 | 3700
-2959 | 3800
-2961 | 3900
-2961 | 4000
-2959 | 4100
-2959 | 4200
-2959 | 4300
-2961 | 4400
-2963 | 4500
-2959 | 4600
-2959 | 4700
-2959 | 4800
-2965 | 4900
-2961 | 5000
-2965 | 5100
-2959 | 5200
-2963 | 5300
-2963 | 5400
-2963 | 5500
-2965 | 5600
-2965 | 5700
-2961 | 5800
-2965 | 5900
-2961 | 6000
-2965 | 6100
-2965 | 6200
-2961 | 6300
-2959 | 6400
-2963 | 6500
-2963 | 6600
-2961 | 6700
-2963 | 6800
-2965 | 6900
-2961 | 7000
-2963 | 7100
-2961 | 7200
-2961 | 7300
-2963 | 7400
-2961 | 7500
-2961 | 7600
-2959 | 7700
-2961 | 7800
-2965 | 7900
-2965 | 8000
-2963 | 8100
-2961 | 8200
-2965 | 8300
-2961 | 8400
-2959 | 8500
-2963 | 8600
-2959 | 8700
-2959 | 8800
-2961 | 8900
-2961 | 9000
-2961 | 9100
-2959 | 9200
-2961 | 9300
-2959 | 9400
-2963 | 9500
-2963 | 9600
-2965 | 9700
-2965 | 9800
-2959 | 9900
-2959 | 10000
-2961 | 10100
-2959 | 10200
-2963 | 10300
-2965 | 10400
-2961 | 10500
-2961 | 10600
-2959 | 10700
-2965 | 10800
-2963 | 10900
-2965 | 11000
-2961 | 11100
-2961 | 11200
-2961 | 11300
-2961 | 11400
-2961 | 11500
-2965 | 11600
-2963 | 11700
-2959 | 11800
-2963 | 11900
-2959 | 12000
-2961 | 12100
-2963 | 12200
-2965 | 12300
-2965 | 12400
-2959 | 12500
-2963 | 12600
-2963 | 12700
-2959 | 12800
-2963 | 12900
-2965 | 13000
-2965 | 13100
-2961 | 13200
-2963 | 13300
-2961 | 13400
-2965 | 13500
-2961 | 13600
-2959 | 13700
-2961 | 13800
-2961 | 13900
-2959 | 14000
-2959 | 14100
-2959 | 14200
-2963 | 14300
-2965 | 14400
-2963 | 14500
-2963 | 14600
-2959 | 14700
-2965 | 14800
-2959 | 14900
-2961 | 15000
-2961 | 15100
-2963 | 15200
-2963 | 15300
-2959 | 15400
-2959 | 15500
-2963 | 15600
-2965 | 15700
-2959 | 15800
-2959 | 15900
-2959 | 16000
-2963 | 16100
-2959 | 16200
-2965 | 16300
-2965 | 16400
-2963 | 16500
-2961 | 16600
-2963 | 16700
-2965 | 16800
-2963 | 16900
-2965 | 17000
-2959 | 17100
-2963 | 17200
-2963 | 17300
-2965 | 17400
-2959 | 17500
-2961 | 17600
-2965 | 17700
-2965 | 17800
-2965 | 17900
-2959 | 18000
-2959 | 18100
-2965 | 18200
-2961 | 18300
-2959 | 18400
-2963 | 18500
-2961 | 18600
-2965 | 18700
-2963 | 18800
-2959 | 18900
-2963 | 19000
-2965 | 19100
-2965 | 19200
-2965 | 19300
-2959 | 19400
-2961 | 19500
-2969 | 19600
-2959 | 19700
-2959 | 19800
-2963 | 19900
-2961 | 20000
-2961 | 20100
-2959 | 20200
-2959 | 20300
-2961 | 20400
-2965 | 20500
-2965 | 20600
-2959 | 20700
-2963 | 20800
-2959 | 20900
-2959 | 21000
-2961 | 21100
-2961 | 21200
-2961 | 21300
-2961 | 21400
-2963 | 21500
-2963 | 21600
-2959 | 21700
-2961 | 21800
-2961 | 21900
-2961 | 22000
-2963 | 22100
-2965 | 22200
-2963 | 22300
-2965 | 22400
-2961 | 22500
-2961 | 22600
-2961 | 22700
-2965 | 22800
-2965 | 22900
-2961 | 23000
-2961 | 23100
-2959 | 23200
-2963 | 23300
-2959 | 23400
-2959 | 23500
-2965 | 23600
-2963 | 23700
-2961 | 23800
-2959 | 23900
-2959 | 24000
-2965 | 24100
-2963 | 24200
-2965 | 24300
-2965 | 24400
-2961 | 24500
-2963 | 24600
-2963 | 24700
-2959 | 24800
-2961 | 24900
-2965 | 25000
-2965 | 25100
-2969 | 25200
-2961 | 25300
-2961 | 25400
-2969 | 25500
-2965 | 25600
-2965 | 25700
-2963 | 25800
-2959 | 25900
-2959 | 26000
-2959 | 26100
-2961 | 26200
-2959 | 26300
-2961 | 26400
-2959 | 26500
-2959 | 26600
-2965 | 26700
-2959 | 26800
-2963 | 26900
-2963 | 27000
-2961 | 27100
-2963 | 27200
-2965 | 27300
-2963 | 27400
-2961 | 27500
-2963 | 27600
-2961 | 27700
-2959 | 27800
-2965 | 27900
-2965 | 28000
-2963 | 28100
-2961 | 28200
-2965 | 28300
-2959 | 28400
-2959 | 28500
-2963 | 28600
-2965 | 28700
-2959 | 28800
-2959 | 28900
-2963 | 29000
-2959 | 29100
-2963 | 29200
-2965 | 29300
-2961 | 29400
-2959 | 29500
-2969 | 29600
-2961 | 29700
-2961 | 29800
-2959 | 29900
-2961 | 30000
-2959 | 30100
-2959 | 30200
-2959 | 30300
-2963 | 30400
-2961 | 30500
-2959 | 30600
-2963 | 30700
-2963 | 30800
-2961 | 30900
-2963 | 31000
-2961 | 31100
-2963 | 31200
-2963 | 31300
-2963 | 31400
-2961 | 31500
-2961 | 31600
-2959 | 31700
-2963 | 31800
-2961 | 31900
-2965 | 32000
-2959 | 32100
-2963 | 32200
-2959 | 32300
-2963 | 32400
-2961 | 32500
-2959 | 32600
-2963 | 32700
-2963 | 32800
-2963 | 32900
-2961 | 33000
-2965 | 33100
-2965 | 33200
-2963 | 33300
-2963 | 33400
-2959 | 33500
