TE | M_tot | aa | na | an | nn | S_tot | aa | na | an | nn | timestep 
-86.8 | 7 | 7 | 0 | 0 | 0 | 34 | 28 | 3 | 3 | 0 | 285
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 286
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 287
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 288
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 289
-86.8 | 8 | 8 | 0 | 0 | 0 | 32 | 25 | 3 | 4 | 0 | 290
-86.8 | 7 | 7 | 0 | 0 | 0 | 34 | 28 | 3 | 3 | 0 | 291
-86.8 | 7 | 7 | 0 | 0 | 0 | 34 | 28 | 3 | 3 | 0 | 292
-86.8 | 7 | 7 | 0 | 0 | 0 | 34 | 28 | 3 | 3 | 0 | 293
-86.8 | 7 | 7 | 0 | 0 | 0 | 34 | 28 | 3 | 3 | 0 | 294
-86.8 | 7 | 7 | 0 | 0 | 0 | 34 | 28 | 3 | 3 | 0 | 295
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 296
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 297
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 298
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 299
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 300
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 301
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 302
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 303
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 304
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 305
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 306
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 307
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 0 | 1 | 0 | 308
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 1 | 2 | 0 | 309
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 1 | 1 | 0 | 310
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 1 | 1 | 0 | 311
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 0 | 1 | 0 | 312
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 0 | 1 | 0 | 313
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 0 | 1 | 0 | 314
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 0 | 2 | 0 | 315
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 0 | 2 | 0 | 316
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 0 | 2 | 0 | 317
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 0 | 2 | 0 | 318
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 1 | 2 | 0 | 319
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 1 | 2 | 0 | 320
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 1 | 2 | 0 | 321
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 2 | 2 | 0 | 322
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 2 | 2 | 0 | 323
-88.4 | 10 | 10 | 0 | 0 | 0 | 28 | 23 | 3 | 2 | 0 | 324
-88.4 | 10 | 10 | 0 | 0 | 0 | 28 | 23 | 3 | 2 | 0 | 325
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 3 | 2 | 0 | 326
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 3 | 2 | 0 | 327
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 3 | 2 | 0 | 328
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 2 | 1 | 0 | 329
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 1 | 1 | 0 | 330
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 1 | 1 | 0 | 331
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 1 | 0 | 0 | 332
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 1 | 0 | 0 | 333
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 1 | 0 | 0 | 334
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 1 | 0 | 0 | 335
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 1 | 0 | 0 | 336
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 337
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 338
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 339
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 340
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 341
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 342
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 343
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 344
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 345
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 346
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 347
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 348
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 349
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 350
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 351
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 352
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 353
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 0 | 2 | 0 | 354
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 355
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 356
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 357
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 358
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 359
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 2 | 2 | 0 | 360
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 361
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 362
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 363
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 1 | 2 | 0 | 364
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 1 | 2 | 0 | 365
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 1 | 2 | 0 | 366
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 0 | 3 | 0 | 367
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 0 | 3 | 0 | 368
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 0 | 3 | 0 | 369
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 0 | 3 | 0 | 370
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 0 | 3 | 0 | 371
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 0 | 3 | 0 | 372
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 1 | 2 | 0 | 373
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 1 | 3 | 0 | 374
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 3 | 2 | 0 | 375
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 3 | 2 | 0 | 376
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 377
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 378
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 3 | 1 | 0 | 379
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 3 | 1 | 0 | 380
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 3 | 1 | 0 | 381
-88.4 | 10 | 10 | 0 | 0 | 0 | 28 | 23 | 4 | 1 | 0 | 382
-88 | 10 | 10 | 0 | 0 | 0 | 28 | 22 | 5 | 1 | 0 | 383
-88 | 10 | 10 | 0 | 0 | 0 | 28 | 22 | 5 | 1 | 0 | 384
-88 | 10 | 10 | 0 | 0 | 0 | 28 | 22 | 5 | 1 | 0 | 385
-88.4 | 10 | 10 | 0 | 0 | 0 | 28 | 23 | 4 | 1 | 0 | 386
-88 | 10 | 10 | 0 | 0 | 0 | 28 | 22 | 4 | 2 | 0 | 387
-88 | 10 | 10 | 0 | 0 | 0 | 28 | 22 | 4 | 2 | 0 | 388
-88 | 10 | 10 | 0 | 0 | 0 | 28 | 22 | 4 | 2 | 0 | 389
-88 | 10 | 10 | 0 | 0 | 0 | 28 | 22 | 4 | 2 | 0 | 390
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 3 | 1 | 0 | 391
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 392
-87.2 | 8 | 8 | 0 | 0 | 0 | 32 | 26 | 4 | 2 | 0 | 393
-86.8 | 8 | 8 | 0 | 0 | 0 | 32 | 25 | 5 | 2 | 0 | 394
-86.8 | 8 | 8 | 0 | 0 | 0 | 32 | 25 | 5 | 2 | 0 | 395
-86.8 | 8 | 8 | 0 | 0 | 0 | 32 | 25 | 5 | 2 | 0 | 396
-87.2 | 8 | 8 | 0 | 0 | 0 | 32 | 26 | 4 | 2 | 0 | 397
-87.2 | 8 | 8 | 0 | 0 | 0 | 32 | 26 | 4 | 2 | 0 | 398
-87.2 | 8 | 8 | 0 | 0 | 0 | 32 | 26 | 4 | 2 | 0 | 399
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 0 | 2 | 0 | 400
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 1 | 2 | 0 | 401
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 402
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 403
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 404
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 405
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 406
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 407
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 408
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 0 | 3 | 0 | 409
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 0 | 3 | 0 | 410
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 0 | 3 | 0 | 411
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 0 | 3 | 0 | 412
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 0 | 3 | 0 | 413
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 0 | 3 | 0 | 414
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 0 | 3 | 0 | 415
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 0 | 3 | 0 | 416
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 0 | 3 | 0 | 417
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 0 | 3 | 0 | 418
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 0 | 3 | 0 | 419
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 0 | 3 | 0 | 420
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 0 | 3 | 0 | 421
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 422
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 2 | 3 | 0 | 423
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 2 | 3 | 0 | 424
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 425
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 426
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 427
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 428
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 2 | 3 | 0 | 429
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 2 | 3 | 0 | 430
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 2 | 3 | 0 | 431
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 2 | 3 | 0 | 432
-87.6 | 9 | 9 | 0 | 0 | 0 | 30 | 24 | 3 | 3 | 0 | 433
-87.6 | 9 | 9 | 0 | 0 | 0 | 30 | 24 | 3 | 3 | 0 | 434
-87.6 | 9 | 9 | 0 | 0 | 0 | 30 | 24 | 3 | 3 | 0 | 435
-87.2 | 9 | 9 | 0 | 0 | 0 | 30 | 23 | 4 | 3 | 0 | 436
-86.8 | 9 | 9 | 0 | 0 | 0 | 30 | 22 | 5 | 3 | 0 | 437
-86.8 | 9 | 9 | 0 | 0 | 0 | 30 | 22 | 5 | 3 | 0 | 438
-86.8 | 9 | 9 | 0 | 0 | 0 | 30 | 22 | 5 | 3 | 0 | 439
-86.8 | 9 | 9 | 0 | 0 | 0 | 30 | 22 | 5 | 3 | 0 | 440
-86.8 | 9 | 9 | 0 | 0 | 0 | 30 | 22 | 5 | 3 | 0 | 441
-86.8 | 9 | 9 | 0 | 0 | 0 | 30 | 22 | 5 | 3 | 0 | 442
-86.8 | 9 | 9 | 0 | 0 | 0 | 30 | 22 | 5 | 3 | 0 | 443
-86.8 | 9 | 9 | 0 | 0 | 0 | 30 | 22 | 5 | 3 | 0 | 444
-86.8 | 9 | 9 | 0 | 0 | 0 | 30 | 22 | 5 | 3 | 0 | 445
-86.8 | 9 | 9 | 0 | 0 | 0 | 30 | 22 | 5 | 3 | 0 | 446
-86.8 | 9 | 9 | 0 | 0 | 0 | 30 | 22 | 5 | 3 | 0 | 447
-86.8 | 9 | 9 | 0 | 0 | 0 | 30 | 22 | 5 | 3 | 0 | 448
-86.8 | 9 | 9 | 0 | 0 | 0 | 30 | 22 | 5 | 3 | 0 | 449
-86.8 | 8 | 8 | 0 | 0 | 0 | 32 | 25 | 4 | 3 | 0 | 450
-86.8 | 8 | 8 | 0 | 0 | 0 | 32 | 25 | 4 | 3 | 0 | 451
-86.8 | 8 | 8 | 0 | 0 | 0 | 32 | 25 | 4 | 3 | 0 | 452
-86.8 | 8 | 8 | 0 | 0 | 0 | 32 | 25 | 4 | 3 | 0 | 453
-86.8 | 8 | 8 | 0 | 0 | 0 | 32 | 25 | 4 | 3 | 0 | 454
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 4 | 3 | 0 | 455
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 4 | 3 | 0 | 456
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 4 | 3 | 0 | 457
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 4 | 3 | 0 | 458
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 4 | 3 | 0 | 459
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 4 | 3 | 0 | 460
-86 | 7 | 7 | 0 | 0 | 0 | 34 | 26 | 4 | 4 | 0 | 461
-86 | 7 | 7 | 0 | 0 | 0 | 34 | 26 | 4 | 4 | 0 | 462
-86 | 7 | 7 | 0 | 0 | 0 | 34 | 26 | 4 | 4 | 0 | 463
-86 | 7 | 7 | 0 | 0 | 0 | 34 | 26 | 4 | 4 | 0 | 464
-86 | 7 | 7 | 0 | 0 | 0 | 34 | 26 | 4 | 4 | 0 | 465
-86 | 7 | 7 | 0 | 0 | 0 | 34 | 26 | 4 | 4 | 0 | 466
-86 | 7 | 7 | 0 | 0 | 0 | 34 | 26 | 4 | 4 | 0 | 467
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 5 | 5 | 0 | 468
-84.8 | 7 | 7 | 0 | 0 | 0 | 34 | 23 | 5 | 6 | 0 | 469
-84.8 | 7 | 7 | 0 | 0 | 0 | 34 | 23 | 5 | 6 | 0 | 470
-84.8 | 7 | 7 | 0 | 0 | 0 | 34 | 23 | 5 | 6 | 0 | 471
-84.8 | 7 | 7 | 0 | 0 | 0 | 34 | 23 | 5 | 6 | 0 | 472
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 5 | 5 | 0 | 473
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 5 | 5 | 0 | 474
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 5 | 5 | 0 | 475
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 5 | 5 | 0 | 476
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 5 | 5 | 0 | 477
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 5 | 5 | 0 | 478
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 5 | 5 | 0 | 479
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 5 | 5 | 0 | 480
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 5 | 5 | 0 | 481
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 5 | 5 | 0 | 482
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 5 | 5 | 0 | 483
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 4 | 6 | 0 | 484
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 4 | 6 | 0 | 485
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 4 | 6 | 0 | 486
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 4 | 6 | 0 | 487
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 4 | 6 | 0 | 488
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 3 | 7 | 0 | 489
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 3 | 7 | 0 | 490
-85.2 | 7 | 7 | 0 | 0 | 0 | 34 | 24 | 3 | 7 | 0 | 491
-84.8 | 7 | 7 | 0 | 0 | 0 | 34 | 23 | 4 | 7 | 0 | 492
-84.8 | 7 | 7 | 0 | 0 | 0 | 34 | 23 | 4 | 7 | 0 | 493
-85.6 | 7 | 7 | 0 | 0 | 0 | 34 | 25 | 3 | 6 | 0 | 494
-85.6 | 7 | 7 | 0 | 0 | 0 | 34 | 25 | 3 | 6 | 0 | 495
-85.6 | 7 | 7 | 0 | 0 | 0 | 34 | 25 | 3 | 6 | 0 | 496
-85.6 | 8 | 8 | 0 | 0 | 0 | 32 | 22 | 5 | 5 | 0 | 497
-85.6 | 8 | 8 | 0 | 0 | 0 | 32 | 22 | 5 | 5 | 0 | 498
-86 | 8 | 8 | 0 | 0 | 0 | 32 | 23 | 5 | 4 | 0 | 499
-86.4 | 8 | 8 | 0 | 0 | 0 | 32 | 24 | 4 | 4 | 0 | 500
-86 | 8 | 8 | 0 | 0 | 0 | 32 | 23 | 5 | 4 | 0 | 501
-86 | 8 | 8 | 0 | 0 | 0 | 32 | 23 | 5 | 4 | 0 | 502
-86 | 8 | 8 | 0 | 0 | 0 | 32 | 23 | 5 | 4 | 0 | 503
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 3 | 4 | 0 | 504
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 3 | 4 | 0 | 505
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 3 | 4 | 0 | 506
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 3 | 4 | 0 | 507
-86 | 7 | 7 | 0 | 0 | 0 | 34 | 26 | 4 | 4 | 0 | 508
-86 | 7 | 7 | 0 | 0 | 0 | 34 | 26 | 4 | 4 | 0 | 509
-85.6 | 7 | 7 | 0 | 0 | 0 | 34 | 25 | 4 | 5 | 0 | 510
-85.6 | 7 | 7 | 0 | 0 | 0 | 34 | 25 | 4 | 5 | 0 | 511
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 3 | 4 | 0 | 512
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 3 | 4 | 0 | 513
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 3 | 4 | 0 | 514
-86.4 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 3 | 4 | 0 | 515
-86 | 7 | 7 | 0 | 0 | 0 | 34 | 26 | 4 | 4 | 0 | 516
-85.6 | 7 | 7 | 0 | 0 | 0 | 34 | 25 | 6 | 3 | 0 | 517
-86 | 7 | 7 | 0 | 0 | 0 | 34 | 26 | 5 | 3 | 0 | 518
-84.6 | 7 | 7 | 0 | 0 | 0 | 34 | 26 | 5 | 2 | 1 | 519
-84.6 | 7 | 7 | 0 | 0 | 0 | 34 | 26 | 5 | 2 | 1 | 520
-85 | 7 | 7 | 0 | 0 | 0 | 34 | 27 | 4 | 2 | 1 | 521
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 2 | 0 | 0 | 522
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 1 | 0 | 0 | 523
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 1 | 0 | 0 | 524
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 1 | 0 | 0 | 525
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 526
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 527
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 528
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 529
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 530
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 531
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 532
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 533
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 534
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 535
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 536
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 537
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 538
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 539
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 540
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 2 | 2 | 0 | 541
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 2 | 2 | 0 | 542
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 2 | 2 | 0 | 543
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 3 | 1 | 0 | 544
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 3 | 1 | 0 | 545
-87.2 | 7 | 7 | 0 | 0 | 0 | 34 | 29 | 4 | 1 | 0 | 546
-87.2 | 7 | 7 | 0 | 0 | 0 | 34 | 29 | 4 | 1 | 0 | 547
-87.2 | 7 | 7 | 0 | 0 | 0 | 34 | 29 | 4 | 1 | 0 | 548
-87.2 | 7 | 7 | 0 | 0 | 0 | 34 | 29 | 4 | 1 | 0 | 549
-87.2 | 7 | 7 | 0 | 0 | 0 | 34 | 29 | 4 | 1 | 0 | 550
-87.2 | 7 | 7 | 0 | 0 | 0 | 34 | 29 | 4 | 1 | 0 | 551
-87.2 | 7 | 7 | 0 | 0 | 0 | 34 | 29 | 4 | 1 | 0 | 552
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 3 | 1 | 0 | 553
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 2 | 1 | 0 | 554
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 2 | 1 | 0 | 555
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 2 | 1 | 0 | 556
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 2 | 2 | 0 | 557
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 2 | 2 | 0 | 558
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 2 | 2 | 0 | 559
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 560
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 561
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 562
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 563
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 564
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 565
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 566
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 567
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 568
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 2 | 2 | 0 | 569
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 2 | 2 | 0 | 570
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 2 | 2 | 0 | 571
