TE | M_tot | aa | na | an | nn | S_tot | aa | na | an | nn | timestep 
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 2 | 2 | 0 | 572
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 573
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 574
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 575
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 576
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 577
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 578
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 579
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 580
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 581
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 582
-88.4 | 10 | 10 | 0 | 0 | 0 | 28 | 23 | 2 | 3 | 0 | 583
-88.4 | 10 | 10 | 0 | 0 | 0 | 28 | 23 | 2 | 3 | 0 | 584
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 1 | 4 | 0 | 585
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 1 | 4 | 0 | 586
-86.6 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 1 | 3 | 1 | 587
-86.6 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 1 | 3 | 1 | 588
-86.6 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 1 | 3 | 1 | 589
-86.6 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 1 | 3 | 1 | 590
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 2 | 3 | 0 | 591
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 2 | 3 | 0 | 592
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 2 | 3 | 0 | 593
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 2 | 3 | 0 | 594
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 2 | 3 | 0 | 595
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 3 | 1 | 0 | 596
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 3 | 1 | 0 | 597
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 3 | 1 | 0 | 598
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 3 | 1 | 0 | 599
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 600
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 601
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 602
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 603
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 604
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 605
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 606
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 3 | 2 | 0 | 607
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 3 | 1 | 0 | 608
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 3 | 1 | 0 | 609
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 3 | 1 | 0 | 610
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 611
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 612
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 613
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 614
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 615
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 3 | 0 | 0 | 616
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 3 | 0 | 0 | 617
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 3 | 0 | 0 | 618
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 3 | 0 | 0 | 619
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 3 | 0 | 0 | 620
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 3 | 0 | 0 | 621
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 2 | 0 | 0 | 622
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 2 | 0 | 0 | 623
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 2 | 0 | 0 | 624
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 2 | 0 | 0 | 625
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 2 | 0 | 0 | 626
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 627
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 628
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 2 | 2 | 0 | 629
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 2 | 2 | 0 | 630
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 2 | 2 | 0 | 631
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 2 | 2 | 0 | 632
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 2 | 2 | 0 | 633
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 2 | 2 | 0 | 634
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 635
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 636
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 637
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 638
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 639
-89.2 | 9 | 9 | 0 | 0 | 0 | 30 | 28 | 1 | 1 | 0 | 640
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 1 | 1 | 0 | 641
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 642
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 643
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 644
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 645
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 646
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 647
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 648
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 649
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 650
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 651
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 652
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 1 | 2 | 0 | 653
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 0 | 3 | 0 | 654
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 1 | 3 | 0 | 655
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 1 | 3 | 0 | 656
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 1 | 3 | 0 | 657
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 0 | 2 | 0 | 658
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 659
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 660
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 661
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 662
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 663
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 664
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 665
-88.8 | 7 | 7 | 0 | 0 | 0 | 34 | 33 | 0 | 1 | 0 | 666
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 667
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 1 | 1 | 0 | 668
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 669
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 670
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 671
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 672
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 673
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 674
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 675
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 676
-89.2 | 8 | 8 | 0 | 0 | 0 | 32 | 31 | 1 | 0 | 0 | 677
-89.2 | 7 | 7 | 0 | 0 | 0 | 34 | 34 | 0 | 0 | 0 | 678
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 679
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 680
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 681
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 682
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 683
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 684
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 685
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 686
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 687
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 688
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 689
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 690
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 691
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 692
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 693
-89.6 | 8 | 8 | 0 | 0 | 0 | 32 | 32 | 0 | 0 | 0 | 694
-90.4 | 10 | 10 | 0 | 0 | 0 | 28 | 28 | 0 | 0 | 0 | 695
-90.4 | 10 | 10 | 0 | 0 | 0 | 28 | 28 | 0 | 0 | 0 | 696
-90.4 | 10 | 10 | 0 | 0 | 0 | 28 | 28 | 0 | 0 | 0 | 697
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 1 | 0 | 0 | 698
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 1 | 0 | 0 | 699
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 1 | 0 | 0 | 700
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 1 | 0 | 0 | 701
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 1 | 0 | 0 | 702
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 1 | 0 | 0 | 703
-90 | 10 | 10 | 0 | 0 | 0 | 28 | 27 | 1 | 0 | 0 | 704
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 1 | 1 | 0 | 705
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 1 | 1 | 0 | 706
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 1 | 1 | 0 | 707
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 1 | 1 | 0 | 708
-88.4 | 10 | 10 | 0 | 0 | 0 | 28 | 23 | 4 | 1 | 0 | 709
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 710
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 711
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 712
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 713
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 4 | 1 | 0 | 714
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 4 | 1 | 0 | 715
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 4 | 1 | 0 | 716
-88 | 10 | 10 | 0 | 0 | 0 | 28 | 22 | 5 | 1 | 0 | 717
-88 | 10 | 10 | 0 | 0 | 0 | 28 | 22 | 5 | 1 | 0 | 718
-88.4 | 10 | 10 | 0 | 0 | 0 | 28 | 23 | 4 | 1 | 0 | 719
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 4 | 1 | 0 | 720
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 721
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 722
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 723
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 724
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 3 | 1 | 0 | 725
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 3 | 1 | 0 | 726
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 3 | 1 | 0 | 727
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 3 | 1 | 0 | 728
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 3 | 2 | 0 | 729
-87.2 | 8 | 8 | 0 | 0 | 0 | 32 | 26 | 3 | 3 | 0 | 730
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 3 | 2 | 0 | 731
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 732
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 733
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 734
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 735
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 736
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 737
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 1 | 2 | 0 | 738
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 1 | 2 | 0 | 739
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 1 | 2 | 0 | 740
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 1 | 2 | 0 | 741
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 1 | 2 | 0 | 742
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 1 | 2 | 0 | 743
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 1 | 2 | 0 | 744
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 1 | 2 | 0 | 745
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 1 | 2 | 0 | 746
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 1 | 2 | 0 | 747
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 748
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 749
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 750
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 751
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 752
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 753
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 754
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 2 | 2 | 0 | 755
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 2 | 2 | 0 | 756
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 2 | 2 | 0 | 757
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 1 | 2 | 0 | 758
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 1 | 2 | 0 | 759
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 1 | 2 | 0 | 760
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 2 | 1 | 0 | 761
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 2 | 1 | 0 | 762
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 2 | 1 | 0 | 763
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 3 | 1 | 0 | 764
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 3 | 1 | 0 | 765
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 3 | 1 | 0 | 766
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 3 | 1 | 0 | 767
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 3 | 1 | 0 | 768
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 3 | 1 | 0 | 769
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 770
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 771
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 772
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 773
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 774
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 775
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 2 | 1 | 0 | 776
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 2 | 1 | 0 | 777
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 2 | 1 | 0 | 778
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 779
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 3 | 0 | 0 | 780
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 2 | 0 | 0 | 781
-88.4 | 7 | 7 | 0 | 0 | 0 | 34 | 32 | 2 | 0 | 0 | 782
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 783
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 3 | 1 | 0 | 784
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 785
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 786
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 2 | 1 | 0 | 787
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 3 | 1 | 0 | 788
-87.6 | 7 | 7 | 0 | 0 | 0 | 34 | 30 | 3 | 1 | 0 | 789
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 3 | 0 | 0 | 790
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 3 | 0 | 0 | 791
-88 | 7 | 7 | 0 | 0 | 0 | 34 | 31 | 3 | 0 | 0 | 792
-87.2 | 7 | 7 | 0 | 0 | 0 | 34 | 29 | 5 | 0 | 0 | 793
-87.2 | 7 | 7 | 0 | 0 | 0 | 34 | 29 | 5 | 0 | 0 | 794
-87.2 | 7 | 7 | 0 | 0 | 0 | 34 | 29 | 5 | 0 | 0 | 795
-86.8 | 7 | 7 | 0 | 0 | 0 | 34 | 28 | 5 | 1 | 0 | 796
-86.8 | 7 | 7 | 0 | 0 | 0 | 34 | 28 | 5 | 1 | 0 | 797
-87.6 | 8 | 8 | 0 | 0 | 0 | 32 | 27 | 4 | 1 | 0 | 798
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 799
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 2 | 2 | 0 | 800
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 4 | 1 | 0 | 801
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 4 | 1 | 0 | 802
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 4 | 1 | 0 | 803
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 4 | 1 | 0 | 804
-88 | 9 | 9 | 0 | 0 | 0 | 30 | 25 | 4 | 1 | 0 | 805
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 3 | 1 | 0 | 806
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 3 | 1 | 0 | 807
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 3 | 1 | 0 | 808
-88 | 8 | 8 | 0 | 0 | 0 | 32 | 28 | 3 | 1 | 0 | 809
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 810
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 811
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 3 | 0 | 0 | 812
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 3 | 0 | 0 | 813
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 3 | 0 | 0 | 814
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 3 | 0 | 0 | 815
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 3 | 0 | 0 | 816
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 817
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 818
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 819
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 820
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 821
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 822
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 823
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 824
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 3 | 0 | 0 | 825
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 3 | 0 | 0 | 826
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 3 | 0 | 0 | 827
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 3 | 0 | 0 | 828
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 829
-89.6 | 10 | 10 | 0 | 0 | 0 | 28 | 26 | 2 | 0 | 0 | 830
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 831
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 832
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 833
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 834
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 835
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 836
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 837
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 838
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 839
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 840
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 841
-89.2 | 10 | 10 | 0 | 0 | 0 | 28 | 25 | 2 | 1 | 0 | 842
-88.8 | 10 | 10 | 0 | 0 | 0 | 28 | 24 | 3 | 1 | 0 | 843
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 844
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 845
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 846
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 847
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 848
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 849
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 2 | 1 | 0 | 850
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 851
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 852
-88.4 | 9 | 9 | 0 | 0 | 0 | 30 | 26 | 3 | 1 | 0 | 853
-88.8 | 9 | 9 | 0 | 0 | 0 | 30 | 27 | 3 | 0 | 0 | 854
-88.8 | 8 | 8 | 0 | 0 | 0 | 32 | 30 | 2 | 0 | 0 | 855
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 3 | 0 | 0 | 856
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 3 | 0 | 0 | 857
-88.4 | 8 | 8 | 0 | 0 | 0 | 32 | 29 | 3 | 0 | 0 | 858
