-371 | 15 | 15 | 0 | 178 | 178 | 0 | 0
-374 | 14 | 14 | 0 | 180 | 180 | 0 | 1
-374 | 14 | 14 | 0 | 180 | 180 | 0 | 2
-374 | 14 | 14 | 0 | 180 | 180 | 0 | 3
-374 | 14 | 14 | 0 | 180 | 180 | 0 | 4
-374 | 14 | 14 | 0 | 180 | 180 | 0 | 5
-374 | 14 | 14 | 0 | 180 | 180 | 0 | 6
-374 | 14 | 14 | 0 | 180 | 180 | 0 | 7
-374 | 14 | 14 | 0 | 180 | 180 | 0 | 8
-374 | 14 | 14 | 0 | 180 | 180 | 0 | 9
-374 | 14 | 14 | 0 | 180 | 180 | 0 | 10
-377 | 13 | 13 | 0 | 182 | 182 | 0 | 11
-377 | 13 | 13 | 0 | 182 | 182 | 0 | 12
-377 | 13 | 13 | 0 | 182 | 182 | 0 | 13
-377 | 13 | 13 | 0 | 182 | 182 | 0 | 14
-383 | 11 | 11 | 0 | 186 | 186 | 0 | 15
-386 | 10 | 10 | 0 | 188 | 188 | 0 | 16
-386 | 10 | 10 | 0 | 188 | 188 | 0 | 17
-386 | 10 | 10 | 0 | 188 | 188 | 0 | 18
-389 | 9 | 9 | 0 | 190 | 190 | 0 | 19
-389 | 9 | 9 | 0 | 190 | 190 | 0 | 20
-392 | 8 | 8 | 0 | 192 | 192 | 0 | 21
-392 | 8 | 8 | 0 | 192 | 192 | 0 | 22
-395 | 7 | 7 | 0 | 194 | 194 | 0 | 23
-395 | 7 | 7 | 0 | 194 | 194 | 0 | 24
-395 | 7 | 7 | 0 | 194 | 194 | 0 | 25
-395 | 7 | 7 | 0 | 194 | 194 | 0 | 26
-395 | 7 | 7 | 0 | 194 | 194 | 0 | 27
-395 | 7 | 7 | 0 | 194 | 194 | 0 | 28
-395 | 7 | 7 | 0 | 194 | 194 | 0 | 29
-395 | 7 | 7 | 0 | 194 | 194 | 0 | 30
-395 | 7 | 7 | 0 | 194 | 194 | 0 | 31
-395 | 7 | 7 | 0 | 194 | 194 | 0 | 32
-395 | 7 | 7 | 0 | 194 | 194 | 0 | 33
-395 | 7 | 7 | 0 | 194 | 194 | 0 | 34
-395 | 7 | 7 | 0 | 194 | 194 | 0 | 35
