-4 | 2 | 30 | 4 | 0 | 0
-6 | 2 | 30 | 6 | 0 | 1
-8 | 1 | 32 | 8 | 0 | 2
-8 | 1 | 32 | 8 | 0 | 3
-10 | 0 | 34 | 10 | 0 | 4
-10 | 0 | 34 | 10 | 0 | 5
-10 | 0 | 34 | 10 | 0 | 6
-10 | 0 | 34 | 10 | 0 | 7
-10 | 0 | 34 | 10 | 0 | 8
-10 | 0 | 34 | 10 | 0 | 9
-10 | 0 | 34 | 10 | 0 | 10
-10 | 0 | 34 | 10 | 0 | 11
-10 | 0 | 34 | 10 | 0 | 12
-10 | 0 | 34 | 10 | 0 | 13
-10 | 0 | 34 | 10 | 0 | 14
-10 | 0 | 34 | 10 | 0 | 15
-10 | 0 | 34 | 10 | 0 | 16
-10 | 0 | 34 | 10 | 0 | 17
-10 | 0 | 34 | 10 | 0 | 18
-10 | 0 | 34 | 10 | 0 | 19
-10 | 0 | 34 | 10 | 0 | 20
-10 | 0 | 34 | 10 | 0 | 21
-10 | 0 | 34 | 10 | 0 | 22
-10 | 0 | 34 | 10 | 0 | 23
-10 | 0 | 34 | 10 | 0 | 24
-10 | 0 | 34 | 10 | 0 | 25
-10 | 0 | 34 | 10 | 0 | 26
-10 | 0 | 34 | 10 | 0 | 27
-10 | 0 | 34 | 10 | 0 | 28
-10 | 0 | 34 | 10 | 0 | 29
-10 | 0 | 34 | 10 | 0 | 30
-10 | 0 | 34 | 10 | 0 | 31
-10 | 0 | 34 | 10 | 0 | 32
-10 | 0 | 34 | 10 | 0 | 33
-10 | 0 | 34 | 10 | 0 | 34
-10 | 0 | 34 | 10 | 0 | 35
-10 | 0 | 34 | 10 | 0 | 36
-10 | 0 | 34 | 10 | 0 | 37
-10 | 0 | 34 | 10 | 0 | 38
-12 | 0 | 34 | 12 | 0 | 39
-12 | 0 | 34 | 12 | 0 | 40
-12 | 0 | 34 | 12 | 0 | 41
-12 | 0 | 34 | 12 | 0 | 42
-12 | 0 | 34 | 12 | 0 | 43
-12 | 0 | 34 | 12 | 0 | 44
-12 | 0 | 34 | 12 | 0 | 45
-12 | 0 | 34 | 12 | 0 | 46
-12 | 0 | 34 | 12 | 0 | 47
-12 | 0 | 34 | 12 | 0 | 48
-12 | 0 | 34 | 12 | 0 | 49
-12 | 0 | 34 | 12 | 0 | 50
-12 | 0 | 34 | 12 | 0 | 51
-12 | 0 | 34 | 12 | 0 | 52
-14 | 0 | 34 | 14 | 0 | 53
-14 | 0 | 34 | 14 | 0 | 54
-14 | 0 | 34 | 14 | 0 | 55
-14 | 0 | 34 | 14 | 0 | 56
-14 | 0 | 34 | 14 | 0 | 57
-14 | 0 | 34 | 14 | 0 | 58
-14 | 0 | 34 | 14 | 0 | 59
-14 | 0 | 34 | 14 | 0 | 60
-14 | 0 | 34 | 14 | 0 | 61
-14 | 0 | 34 | 14 | 0 | 62
-14 | 0 | 34 | 14 | 0 | 63
-14 | 0 | 34 | 14 | 0 | 64
-14 | 0 | 34 | 14 | 0 | 65
-14 | 0 | 34 | 14 | 0 | 66
-14 | 0 | 34 | 14 | 0 | 67
-14 | 0 | 34 | 14 | 0 | 68
-14 | 0 | 34 | 14 | 0 | 69
-14 | 0 | 34 | 14 | 0 | 70
-14 | 0 | 34 | 14 | 0 | 71
-14 | 0 | 34 | 14 | 0 | 72
-14 | 0 | 34 | 14 | 0 | 73
-14 | 0 | 34 | 14 | 0 | 74
-14 | 0 | 34 | 14 | 0 | 75
-14 | 0 | 34 | 14 | 0 | 76
-14 | 0 | 34 | 14 | 0 | 77
-14 | 0 | 34 | 14 | 0 | 78
-14 | 0 | 34 | 14 | 0 | 79
-14 | 0 | 34 | 14 | 0 | 80
-14 | 0 | 34 | 14 | 0 | 81
-14 | 0 | 34 | 14 | 0 | 82
-14 | 0 | 34 | 14 | 0 | 83
-14 | 0 | 34 | 14 | 0 | 84
-14 | 0 | 34 | 14 | 0 | 85
-14 | 0 | 34 | 14 | 0 | 86
-14 | 0 | 34 | 14 | 0 | 87
-14 | 0 | 33 | 14 | 1 | 88
-14 | 0 | 33 | 14 | 1 | 89
-14 | 0 | 33 | 14 | 1 | 90
-14 | 0 | 33 | 14 | 1 | 91
-14 | 0 | 33 | 14 | 1 | 92
-14 | 0 | 33 | 14 | 1 | 93
-14 | 0 | 33 | 14 | 1 | 94
-14 | 0 | 33 | 14 | 1 | 95
-14 | 0 | 33 | 14 | 1 | 96
-14 | 0 | 33 | 14 | 1 | 97
-14 | 0 | 33 | 14 | 1 | 98
-14 | 0 | 33 | 14 | 1 | 99
-14 | 0 | 33 | 14 | 1 | 100
-14 | 0 | 33 | 14 | 1 | 101
-14 | 0 | 33 | 14 | 1 | 102
-14 | 0 | 33 | 14 | 1 | 103
-14 | 0 | 33 | 14 | 1 | 104
-14 | 0 | 33 | 14 | 1 | 105
-14 | 0 | 34 | 14 | 0 | 106
-14 | 0 | 34 | 14 | 0 | 107
-14 | 0 | 34 | 14 | 0 | 108
-14 | 0 | 34 | 14 | 0 | 109
-14 | 0 | 34 | 14 | 0 | 110
-14 | 0 | 34 | 14 | 0 | 111
-14 | 0 | 34 | 14 | 0 | 112
-14 | 0 | 34 | 14 | 0 | 113
-14 | 0 | 34 | 14 | 0 | 114
-14 | 0 | 33 | 14 | 1 | 115
-14 | 0 | 33 | 14 | 1 | 116
-14 | 0 | 33 | 14 | 1 | 117
-16 | 0 | 33 | 16 | 1 | 118
-16 | 0 | 33 | 16 | 1 | 119
-16 | 0 | 33 | 16 | 1 | 120
-16 | 0 | 33 | 16 | 1 | 121
-16 | 0 | 33 | 16 | 1 | 122
-16 | 0 | 33 | 16 | 1 | 123
-16 | 0 | 33 | 16 | 1 | 124
-16 | 0 | 33 | 16 | 1 | 125
-16 | 0 | 33 | 16 | 1 | 126
-16 | 0 | 34 | 16 | 0 | 127
-16 | 0 | 34 | 16 | 0 | 128
-16 | 0 | 34 | 16 | 0 | 129
-16 | 0 | 34 | 16 | 0 | 130
-16 | 0 | 34 | 16 | 0 | 131
-16 | 0 | 34 | 16 | 0 | 132
-16 | 0 | 34 | 16 | 0 | 133
-16 | 0 | 33 | 16 | 1 | 134
-16 | 0 | 33 | 16 | 1 | 135
-16 | 0 | 33 | 16 | 1 | 136
-16 | 0 | 33 | 16 | 1 | 137
-16 | 0 | 33 | 16 | 1 | 138
-16 | 0 | 33 | 16 | 1 | 139
-16 | 0 | 33 | 16 | 1 | 140
-16 | 0 | 33 | 16 | 1 | 141
-16 | 0 | 34 | 16 | 0 | 142
-16 | 0 | 34 | 16 | 0 | 143
-16 | 0 | 34 | 16 | 0 | 144
-16 | 0 | 34 | 16 | 0 | 145
-16 | 0 | 34 | 16 | 0 | 146
-16 | 1 | 32 | 16 | 0 | 147
-16 | 1 | 32 | 16 | 0 | 148
-16 | 1 | 32 | 16 | 0 | 149
-16 | 1 | 31 | 16 | 1 | 150
-16 | 1 | 31 | 16 | 1 | 151
-16 | 1 | 31 | 16 | 1 | 152
-16 | 1 | 31 | 16 | 1 | 153
-16 | 1 | 31 | 16 | 1 | 154
-16 | 1 | 31 | 16 | 1 | 155
-16 | 1 | 31 | 16 | 1 | 156
-16 | 1 | 31 | 16 | 1 | 157
-16 | 1 | 31 | 16 | 1 | 158
-16 | 1 | 32 | 16 | 0 | 159
-16 | 1 | 32 | 16 | 0 | 160
-16 | 1 | 32 | 16 | 0 | 161
-16 | 1 | 32 | 16 | 0 | 162
-16 | 1 | 32 | 16 | 0 | 163
-16 | 1 | 32 | 16 | 0 | 164
