This file contains energy of the Grid at certain points in the simulation.
Energy | Step_Number
-2969 | 0
-2963 | 100
-2969 | 200
-2961 | 300
-2963 | 400
-2965 | 500
-2961 | 600
-2969 | 700
-2959 | 800
-2963 | 900
-2965 | 1000
-2965 | 1100
-2969 | 1200
-2965 | 1300
-2965 | 1400
-2961 | 1500
-2965 | 1600
-2963 | 1700
-2965 | 1800
-2961 | 1900
-2969 | 2000
-2965 | 2100
-2965 | 2200
-2969 | 2300
-2965 | 2400
-2965 | 2500
-2963 | 2600
-2965 | 2700
-2961 | 2800
-2963 | 2900
-2963 | 3000
-2969 | 3100
-2965 | 3200
-2965 | 3300
-2963 | 3400
-2961 | 3500
-2963 | 3600
-2959 | 3700
-2965 | 3800
-2965 | 3900
-2959 | 4000
-2963 | 4100
-2965 | 4200
-2963 | 4300
-2959 | 4400
-2969 | 4500
-2959 | 4600
-2963 | 4700
-2959 | 4800
-2965 | 4900
-2961 | 5000
-2963 | 5100
-2965 | 5200
-2965 | 5300
-2969 | 5400
-2965 | 5500
-2959 | 5600
-2961 | 5700
-2961 | 5800
-2963 | 5900
-2965 | 6000
-2965 | 6100
-2965 | 6200
-2965 | 6300
-2961 | 6400
-2965 | 6500
-2963 | 6600
-2965 | 6700
-2963 | 6800
-2961 | 6900
-2963 | 7000
-2963 | 7100
-2963 | 7200
-2963 | 7300
-2959 | 7400
-2965 | 7500
-2963 | 7600
-2965 | 7700
-2963 | 7800
-2965 | 7900
-2963 | 8000
-2963 | 8100
-2959 | 8200
-2969 | 8300
-2959 | 8400
-2965 | 8500
-2965 | 8600
-2961 | 8700
-2961 | 8800
-2961 | 8900
-2965 | 9000
-2959 | 9100
-2969 | 9200
-2963 | 9300
-2969 | 9400
-2965 | 9500
-2969 | 9600
-2969 | 9700
-2961 | 9800
-2965 | 9900
-2961 | 10000
-2963 | 10100
-2961 | 10200
-2961 | 10300
-2969 | 10400
-2963 | 10500
-2965 | 10600
-2963 | 10700
-2965 | 10800
-2963 | 10900
-2963 | 11000
-2961 | 11100
-2963 | 11200
-2965 | 11300
-2969 | 11400
-2963 | 11500
-2965 | 11600
-2959 | 11700
-2959 | 11800
-2965 | 11900
-2965 | 12000
-2959 | 12100
-2961 | 12200
-2961 | 12300
-2961 | 12400
-2961 | 12500
-2959 | 12600
-2959 | 12700
-2965 | 12800
-2959 | 12900
-2969 | 13000
-2965 | 13100
-2965 | 13200
-2965 | 13300
-2965 | 13400
-2963 | 13500
-2961 | 13600
-2959 | 13700
-2965 | 13800
-2963 | 13900
-2969 | 14000
-2965 | 14100
-2965 | 14200
-2961 | 14300
-2961 | 14400
-2959 | 14500
-2965 | 14600
-2961 | 14700
-2969 | 14800
-2959 | 14900
-2959 | 15000
-2965 | 15100
-2965 | 15200
-2961 | 15300
-2963 | 15400
-2959 | 15500
-2959 | 15600
-2965 | 15700
-2969 | 15800
-2969 | 15900
-2965 | 16000
-2965 | 16100
-2961 | 16200
-2965 | 16300
-2963 | 16400
-2965 | 16500
-2965 | 16600
-2959 | 16700
-2963 | 16800
-2961 | 16900
-2965 | 17000
-2961 | 17100
-2961 | 17200
-2965 | 17300
-2959 | 17400
-2959 | 17500
