% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=42, Tue Apr 29 13:44:15 2025
1 10 1.0601570479447258 1.0000416675347343 1.0 1.0 1.0000083333680556 1.0000166668055563 1.0000250003125026 1.0000333338888951 1.0000416675347343
2 20 1.0975598059851037 1.1818286898108152 0.9050692034240114 0.9050692034240114 0.9285077351619611 0.9724153704707317 0.9976630244549474 1.0126611018635738 1.1818286898108152
3 30 1.1293840494247274 1.2332134171769498 0.8587624709312457 0.8587624709312457 0.9090849279546757 0.9260495929534269 0.9602346509769147 1.0309166874458913 1.2332134171769498
4 40 1.3265977746701463 1.1764319896795703 0.8306014536764779 0.8306014536764779 0.8999862881300151 0.9289454153040306 0.9759214871309815 1.037920308176265 1.1764319896795703
5 50 1.6398594977343033 1.3366982559022602 0.7738796907397345 0.7738796907397345 0.863769587587438 0.9106688700307767 0.9972903626171855 1.0694661171668634 1.3366982559022602
6 60 1.9984044927380715 1.3981785754250107 0.7047069669552725 0.7047069669552725 0.8573096145191711 0.9089825511569164 0.9943887625224225 1.18911156653805 1.3981785754250107
7 70 2.323909585555757 1.4594393924918312 0.6675243183598734 0.6675243183598734 0.839204061913521 0.8762888508797787 0.9824764606388352 1.15988235913751 1.4594393924918312
8 80 2.7911607873115942 1.514673700605583 0.6992468671833599 0.6992468671833599 0.8347557108319653 0.8551076319867059 0.9401354528978224 1.17146573580123 1.514673700605583
9 90 3.2645387333828166 1.7448166939136716 0.6666525949104288 0.6666525949104288 0.8376330770634608 0.8705452110122961 0.9081564888094407 1.1241688580223386 1.7448166939136716
10 100 3.6211637060633186 1.9076369474841153 0.6579696085022025 0.6579696085022025 0.8115737282873186 0.8472705010163346 0.8963830240748736 1.1230830744859057 1.9076369474841153
11 110 4.266426952226759 1.8224606598444395 0.6475970020872052 0.6475970020872052 0.7232472637294931 0.8469806717634826 0.9110368312464564 1.2886615476034864 1.8224606598444395
