-30 | 9 | 9 | 0 | 30 | 30 | 30 | 0 | 0 | 0 | 0 | 0
-30 | 9 | 9 | 0 | 30 | 30 | 30 | 0 | 0 | 0 | 0 | 1
-30 | 9 | 9 | 0 | 30 | 30 | 30 | 0 | 0 | 0 | 0 | 2
-32 | 8 | 8 | 0 | 32 | 32 | 32 | 0 | 0 | 0 | 0 | 3
-32 | 8 | 8 | 0 | 32 | 32 | 32 | 0 | 0 | 0 | 0 | 4
-32 | 8 | 8 | 0 | 32 | 32 | 32 | 0 | 0 | 0 | 0 | 5
-32 | 8 | 8 | 0 | 32 | 32 | 32 | 0 | 0 | 0 | 0 | 6
-32 | 8 | 8 | 0 | 32 | 32 | 32 | 0 | 0 | 0 | 0 | 7
-32 | 8 | 8 | 0 | 32 | 32 | 32 | 0 | 0 | 0 | 0 | 8
-32 | 8 | 8 | 0 | 32 | 32 | 32 | 0 | 0 | 0 | 0 | 9
-32 | 8 | 8 | 0 | 32 | 32 | 32 | 0 | 0 | 0 | 0 | 10
