This file contains energy of the Grid at certain points in the simulation.
Energy | Step_Number
-2969 | 0
-2965 | 100
-2959 | 200
-2959 | 300
-2963 | 400
-2961 | 500
-2961 | 600
-2961 | 700
-2959 | 800
-2961 | 900
-2965 | 1000
-2961 | 1100
-2965 | 1200
-2963 | 1300
-2963 | 1400
-2959 | 1500
-2963 | 1600
-2959 | 1700
-2961 | 1800
-2961 | 1900
-2965 | 2000
-2965 | 2100
-2965 | 2200
-2961 | 2300
-2959 | 2400
-2959 | 2500
-2963 | 2600
-2963 | 2700
-2961 | 2800
-2959 | 2900
-2961 | 3000
-2961 | 3100
-2961 | 3200
-2965 | 3300
-2961 | 3400
-2959 | 3500
-2969 | 3600
-2961 | 3700
-2963 | 3800
-2961 | 3900
-2963 | 4000
-2961 | 4100
-2961 | 4200
-2965 | 4300
-2963 | 4400
-2963 | 4500
-2961 | 4600
-2959 | 4700
-2961 | 4800
-2965 | 4900
-2965 | 5000
-2959 | 5100
-2961 | 5200
-2965 | 5300
-2965 | 5400
-2965 | 5500
-2963 | 5600
-2965 | 5700
-2963 | 5800
-2965 | 5900
-2963 | 6000
-2963 | 6100
-2961 | 6200
-2963 | 6300
-2961 | 6400
-2963 | 6500
-2959 | 6600
-2961 | 6700
-2959 | 6800
-2963 | 6900
-2959 | 7000
-2961 | 7100
-2965 | 7200
-2963 | 7300
-2963 | 7400
-2959 | 7500
-2959 | 7600
-2961 | 7700
-2961 | 7800
-2959 | 7900
-2969 | 8000
-2963 | 8100
-2963 | 8200
-2963 | 8300
-2963 | 8400
-2961 | 8500
-2963 | 8600
-2963 | 8700
-2961 | 8800
-2959 | 8900
-2961 | 9000
-2961 | 9100
-2961 | 9200
-2961 | 9300
-2961 | 9400
-2959 | 9500
-2969 | 9600
-2959 | 9700
-2959 | 9800
-2961 | 9900
-2965 | 10000
-2959 | 10100
-2961 | 10200
-2959 | 10300
-2959 | 10400
-2961 | 10500
-2963 | 10600
-2959 | 10700
-2963 | 10800
-2959 | 10900
-2963 | 11000
-2963 | 11100
-2965 | 11200
-2963 | 11300
-2963 | 11400
-2961 | 11500
-2965 | 11600
-2965 | 11700
-2965 | 11800
-2965 | 11900
-2963 | 12000
-2969 | 12100
-2959 | 12200
-2961 | 12300
-2963 | 12400
-2961 | 12500
-2959 | 12600
-2959 | 12700
-2965 | 12800
-2965 | 12900
-2963 | 13000
-2965 | 13100
-2963 | 13200
-2965 | 13300
-2963 | 13400
-2959 | 13500
-2961 | 13600
-2963 | 13700
-2963 | 13800
-2959 | 13900
-2961 | 14000
-2969 | 14100
-2961 | 14200
-2965 | 14300
-2963 | 14400
-2961 | 14500
-2963 | 14600
-2959 | 14700
-2961 | 14800
-2961 | 14900
-2961 | 15000
-2959 | 15100
-2961 | 15200
-2963 | 15300
-2963 | 15400
-2961 | 15500
-2963 | 15600
-2959 | 15700
-2963 | 15800
-2965 | 15900
-2965 | 16000
-2963 | 16100
-2961 | 16200
-2959 | 16300
-2965 | 16400
-2969 | 16500
-2965 | 16600
-2961 | 16700
-2965 | 16800
-2959 | 16900
-2961 | 17000
-2959 | 17100
-2963 | 17200
-2963 | 17300
-2959 | 17400
-2959 | 17500
-2961 | 17600
-2961 | 17700
-2961 | 17800
-2963 | 17900
-2961 | 18000
-2961 | 18100
-2965 | 18200
-2961 | 18300
-2961 | 18400
-2969 | 18500
-2961 | 18600
-2961 | 18700
-2959 | 18800
-2961 | 18900
-2959 | 19000
-2959 | 19100
-2963 | 19200
-2959 | 19300
-2961 | 19400
-2965 | 19500
-2963 | 19600
-2963 | 19700
-2963 | 19800
-2965 | 19900
-2959 | 20000
-2963 | 20100
-2965 | 20200
-2959 | 20300
-2965 | 20400
-2963 | 20500
-2961 | 20600
-2965 | 20700
-2961 | 20800
-2961 | 20900
-2959 | 21000
-2961 | 21100
-2963 | 21200
-2961 | 21300
-2961 | 21400
-2963 | 21500
-2963 | 21600
-2959 | 21700
-2959 | 21800
-2963 | 21900
-2965 | 22000
-2963 | 22100
-2963 | 22200
-2965 | 22300
-2961 | 22400
-2961 | 22500
-2963 | 22600
-2959 | 22700
-2959 | 22800
-2965 | 22900
-2959 | 23000
-2969 | 23100
-2963 | 23200
-2963 | 23300
-2959 | 23400
-2959 | 23500
-2961 | 23600
-2959 | 23700
-2963 | 23800
-2959 | 23900
-2965 | 24000
-2965 | 24100
-2963 | 24200
-2965 | 24300
-2959 | 24400
-2961 | 24500
-2963 | 24600
-2961 | 24700
-2959 | 24800
-2959 | 24900
-2961 | 25000
-2961 | 25100
-2963 | 25200
-2961 | 25300
-2965 | 25400
-2963 | 25500
-2961 | 25600
-2961 | 25700
-2965 | 25800
-2965 | 25900
-2963 | 26000
-2959 | 26100
-2959 | 26200
-2961 | 26300
-2965 | 26400
-2965 | 26500
-2959 | 26600
-2959 | 26700
-2965 | 26800
-2961 | 26900
-2959 | 27000
-2963 | 27100
-2969 | 27200
-2959 | 27300
-2959 | 27400
-2965 | 27500
-2963 | 27600
-2965 | 27700
-2959 | 27800
-2959 | 27900
-2959 | 28000
-2959 | 28100
-2959 | 28200
-2961 | 28300
-2965 | 28400
-2963 | 28500
-2965 | 28600
-2961 | 28700
-2961 | 28800
-2961 | 28900
-2961 | 29000
-2963 | 29100
-2961 | 29200
-2965 | 29300
-2963 | 29400
-2959 | 29500
-2961 | 29600
-2963 | 29700
-2961 | 29800
-2965 | 29900
-2965 | 30000
-2959 | 30100
-2959 | 30200
-2969 | 30300
-2961 | 30400
-2959 | 30500
-2959 | 30600
-2961 | 30700
-2961 | 30800
-2963 | 30900
-2961 | 31000
-2959 | 31100
-2965 | 31200
-2961 | 31300
-2963 | 31400
-2963 | 31500
-2963 | 31600
-2961 | 31700
-2959 | 31800
-2961 | 31900
-2969 | 32000
-2963 | 32100
-2965 | 32200
-2965 | 32300
-2963 | 32400
-2963 | 32500
-2959 | 32600
-2965 | 32700
-2959 | 32800
-2965 | 32900
-2961 | 33000
-2959 | 33100
-2959 | 33200
-2963 | 33300
-2965 | 33400
-2963 | 33500
